Age [ka BP],Mo [ppm],U [ppm],ID,Core,t_transition_start,t_transition_end,tsid
112.305059,2.487938204,1.62449693,S4,MS66,107.8,107.2,6
112.328162,2.078303258,2.719751176,S4,MS66,107.8,107.2,6
112.351265,1.783081123,1.65372905,S4,MS66,107.8,107.2,6
112.374368,1.958998845,2.222079083,S4,MS66,107.8,107.2,6
112.39747,3.278281797,3.165974318,S4,MS66,107.8,107.2,6
112.420573,2.083531567,1.150445552,S4,MS66,107.8,107.2,6
112.443676,2.63228289,1.767248686,S4,MS66,107.8,107.2,6
112.466779,1.956244353,1.871911663,S4,MS66,107.8,107.2,6
112.489882,2.313613388,1.396291334,S4,MS66,107.8,107.2,6
112.512985,2.057956955,1.441248277,S4,MS66,107.8,107.2,6
112.536088,1.92844801,2.154144063,S4,MS66,107.8,107.2,6
112.559191,2.292384674,1.783903115,S4,MS66,107.8,107.2,6
112.582293,2.425408966,1.336959801,S4,MS66,107.8,107.2,6
112.605396,1.861923158,3.109823067,S4,MS66,107.8,107.2,6
112.628499,2.034520834,1.089914701,S4,MS66,107.8,107.2,6
112.651602,2.765414052,2.097025662,S4,MS66,107.8,107.2,6
112.674705,2.308321079,2.62026797,S4,MS66,107.8,107.2,6
112.697808,2.162881049,2.658514296,S4,MS66,107.8,107.2,6
112.720911,2.637855224,2.266595268,S4,MS66,107.8,107.2,6
112.744013,2.403446548,1.177125486,S4,MS66,107.8,107.2,6
112.767116,1.812807187,1.791713801,S4,MS66,107.8,107.2,6
112.790219,2.03039024,1.672341025,S4,MS66,107.8,107.2,6
112.813322,2.241727284,1.706381486,S4,MS66,107.8,107.2,6
112.836425,1.571212824,1.711813942,S4,MS66,107.8,107.2,6
112.859528,2.100916635,1.675509869,S4,MS66,107.8,107.2,6
112.882631,2.328207359,1.192160062,S4,MS66,107.8,107.2,6
112.905734,1.70107705,1.787655085,S4,MS66,107.8,107.2,6
112.928836,1.740319176,1.953658508,S4,MS66,107.8,107.2,6
112.951939,3.126545991,2.08464218,S4,MS66,107.8,107.2,6
112.975042,2.369755315,4.109219056,S4,MS66,107.8,107.2,6
112.998145,1.899427797,3.437099267,S4,MS66,107.8,107.2,6
113.021248,2.019653878,1.330140874,S4,MS66,107.8,107.2,6
113.044351,2.99294391,1.949502036,S4,MS66,107.8,107.2,6
113.067454,2.89483573,0.891138509,S4,MS66,107.8,107.2,6
113.090556,2.100758881,3.677586823,S4,MS66,107.8,107.2,6
113.113659,3.05007414,3.010280052,S4,MS66,107.8,107.2,6
113.136762,2.631840587,2.951516505,S4,MS66,107.8,107.2,6
113.159865,2.513404759,2.505873974,S4,MS66,107.8,107.2,6
113.182968,1.927636802,1.753158492,S4,MS66,107.8,107.2,6
113.206071,1.670172556,3.16323541,S4,MS66,107.8,107.2,6
113.229174,1.767312542,2.866222546,S4,MS66,107.8,107.2,6
113.252277,2.439751505,2.255509811,S4,MS66,107.8,107.2,6
113.275379,2.141086812,2.141060016,S4,MS66,107.8,107.2,6
113.298482,1.765114925,2.931183945,S4,MS66,107.8,107.2,6
113.321585,1.664941936,2.123175612,S4,MS66,107.8,107.2,6
113.344688,1.561362535,5.704663207,S4,MS66,107.8,107.2,6
113.367791,2.129788359,3.607985565,S4,MS66,107.8,107.2,6
113.390894,2.540572992,1.873981151,S4,MS66,107.8,107.2,6
113.413997,2.267922722,2.477735216,S4,MS66,107.8,107.2,6
113.437099,2.120812385,3.217089665,S4,MS66,107.8,107.2,6
113.460202,2.704071853,3.555207631,S4,MS66,107.8,107.2,6
113.483305,2.308534221,2.877861182,S4,MS66,107.8,107.2,6
113.506408,2.250958669,1.780253557,S4,MS66,107.8,107.2,6
113.529511,2.277893537,2.472269699,S4,MS66,107.8,107.2,6
113.552614,2.012114237,2.434791333,S4,MS66,107.8,107.2,6
113.575717,2.384058341,3.211845998,S4,MS66,107.8,107.2,6
113.59882,3.881413475,4.467407987,S4,MS66,107.8,107.2,6
113.621922,3.355025762,4.236835223,S4,MS66,107.8,107.2,6
113.645025,2.734473349,2.048452261,S4,MS66,107.8,107.2,6
113.668128,2.758266797,3.405254303,S4,MS66,107.8,107.2,6
113.691231,2.454554904,1.533995845,S4,MS66,107.8,107.2,6
113.714334,2.172325068,4.128680469,S4,MS66,107.8,107.2,6
113.737437,3.141631527,3.28503625,S4,MS66,107.8,107.2,6
113.76054,3.078600925,2.399024103,S4,MS66,107.8,107.2,6
113.783642,2.569406792,2.060569167,S4,MS66,107.8,107.2,6
113.806745,2.460184155,3.415383407,S4,MS66,107.8,107.2,6
113.829848,2.645573467,4.203592419,S4,MS66,107.8,107.2,6
113.852951,1.946800251,2.265263739,S4,MS66,107.8,107.2,6
113.876054,1.821242226,1.212762269,S4,MS66,107.8,107.2,6
113.899157,1.551645383,1.854550655,S4,MS66,107.8,107.2,6
113.92226,2.230061654,1.766244415,S4,MS66,107.8,107.2,6
113.945363,1.852307042,4.060281006,S4,MS66,107.8,107.2,6
113.968465,2.209318688,2.23758139,S4,MS66,107.8,107.2,6
113.991568,2.639507431,3.662812126,S4,MS66,107.8,107.2,6
114.014671,1.825371119,2.603008932,S4,MS66,107.8,107.2,6
114.037774,2.514504576,2.412055975,S4,MS66,107.8,107.2,6
114.060877,5.345982347,1.900395064,S4,MS66,107.8,107.2,6
114.08398,2.271081583,3.218669371,S4,MS66,107.8,107.2,6
114.107083,2.586438315,4.314906768,S4,MS66,107.8,107.2,6
114.130185,2.393857394,3.128416515,S4,MS66,107.8,107.2,6
114.153288,2.269309553,3.408330514,S4,MS66,107.8,107.2,6
114.176391,3.268737237,1.336718311,S4,MS66,107.8,107.2,6
114.199494,2.839057396,2.983405825,S4,MS66,107.8,107.2,6
114.222597,1.935460205,5.357113567,S4,MS66,107.8,107.2,6
114.2457,2.205890036,2.944798687,S4,MS66,107.8,107.2,6
114.268803,1.785239136,2.845894192,S4,MS66,107.8,107.2,6
114.291906,1.896803061,2.378346231,S4,MS66,107.8,107.2,6
114.315008,2.00475868,3.567000851,S4,MS66,107.8,107.2,6
114.338111,2.452828299,1.303309384,S4,MS66,107.8,107.2,6
114.361214,2.371445475,1.760791009,S4,MS66,107.8,107.2,6
114.384317,1.969303417,2.53412422,S4,MS66,107.8,107.2,6
114.40742,2.867559707,2.65957566,S4,MS66,107.8,107.2,6
114.430523,3.234981353,3.727384592,S4,MS66,107.8,107.2,6
114.453626,3.180219352,3.686889721,S4,MS66,107.8,107.2,6
114.476728,3.185151745,1.950357071,S4,MS66,107.8,107.2,6
114.499831,3.283127425,2.631976382,S4,MS66,107.8,107.2,6
114.522934,2.985174975,2.055249642,S4,MS66,107.8,107.2,6
114.546037,3.872194781,1.830909179,S4,MS66,107.8,107.2,6
114.56914,3.240783593,2.229675426,S4,MS66,107.8,107.2,6
114.592243,2.247170696,1.331504726,S4,MS66,107.8,107.2,6
114.615346,3.834011409,2.507777307,S4,MS66,107.8,107.2,6
114.638449,2.821922888,2.345906036,S4,MS66,107.8,107.2,6
114.661551,2.548679871,1.157595815,S4,MS66,107.8,107.2,6
114.684654,1.943221913,2.378955758,S4,MS66,107.8,107.2,6
114.707757,3.363956604,1.768944528,S4,MS66,107.8,107.2,6
114.73086,3.303555497,2.40466669,S4,MS66,107.8,107.2,6
114.753963,3.513101779,1.740758414,S4,MS66,107.8,107.2,6
114.777066,2.983332118,3.136076167,S4,MS66,107.8,107.2,6
114.800169,3.645832599,1.673445445,S4,MS66,107.8,107.2,6
114.823272,1.697686037,2.384916175,S4,MS66,107.8,107.2,6
114.846374,3.03584969,3.139218034,S4,MS66,107.8,107.2,6
114.869477,2.212928046,2.690787759,S4,MS66,107.8,107.2,6
114.89258,3.343312035,2.312196695,S4,MS66,107.8,107.2,6
114.915683,4.206988679,2.592945057,S4,MS66,107.8,107.2,6
114.938786,2.610736746,2.364761909,S4,MS66,107.8,107.2,6
114.961889,2.99165212,2.649054261,S4,MS66,107.8,107.2,6
114.984992,3.270586778,2.894150594,S4,MS66,107.8,107.2,6
115.008094,2.972496161,2.361363529,S4,MS66,107.8,107.2,6
115.031197,3.40071982,2.467674974,S4,MS66,107.8,107.2,6
115.0543,3.166587116,2.665912753,S4,MS66,107.8,107.2,6
115.077403,2.664923647,1.128365591,S4,MS66,107.8,107.2,6
115.100506,2.390934401,4.293861289,S4,MS66,107.8,107.2,6
115.123609,2.096744212,3.594891172,S4,MS66,107.8,107.2,6
115.146712,1.429717574,1.024716697,S4,MS66,107.8,107.2,6
115.169815,2.85084198,3.035917445,S4,MS66,107.8,107.2,6
115.192917,2.221267662,2.597667098,S4,MS66,107.8,107.2,6
115.21602,2.139763538,1.49482481,S4,MS66,107.8,107.2,6
115.239123,1.853737454,2.476204743,S4,MS66,107.8,107.2,6
115.262226,2.918147984,1.426357832,S4,MS66,107.8,107.2,6
115.285329,2.339563053,2.098003761,S4,MS66,107.8,107.2,6
115.308432,1.68135331,1.625167588,S4,MS66,107.8,107.2,6
115.331535,2.003407698,2.046425613,S4,MS66,107.8,107.2,6
115.354637,2.805164857,3.059264188,S4,MS66,107.8,107.2,6
115.37774,2.194528989,1.922056848,S4,MS66,107.8,107.2,6
115.400843,2.171503464,2.844212253,S4,MS66,107.8,107.2,6
115.423946,2.184058583,2.046094283,S4,MS66,107.8,107.2,6
115.447049,1.985544657,1.432343227,S4,MS66,107.8,107.2,6
115.470152,2.342444699,2.646493901,S4,MS66,107.8,107.2,6
115.493255,2.964074855,1.042243831,S4,MS66,107.8,107.2,6
115.516358,2.237323148,2.082792414,S4,MS66,107.8,107.2,6
115.53946,2.978744437,1.974323439,S4,MS66,107.8,107.2,6
115.562563,3.238278463,2.648771882,S4,MS66,107.8,107.2,6
115.585666,1.752257262,1.604585909,S4,MS66,107.8,107.2,6
115.608769,2.11535382,2.279757241,S4,MS66,107.8,107.2,6
115.631872,2.390889416,2.446873739,S4,MS66,107.8,107.2,6
115.654975,1.508893531,1.52297513,S4,MS66,107.8,107.2,6
115.678078,2.956666125,2.159490917,S4,MS66,107.8,107.2,6
115.70118,2.110338506,1.565087639,S4,MS66,107.8,107.2,6
115.724283,1.741039775,1.135697872,S4,MS66,107.8,107.2,6
115.747386,2.05648916,1.394507617,S4,MS66,107.8,107.2,6
115.770489,2.133494938,2.579868285,S4,MS66,107.8,107.2,6
115.793592,2.262382618,1.645688286,S4,MS66,107.8,107.2,6
115.816695,3.005537994,1.907975673,S4,MS66,107.8,107.2,6
115.839798,2.187080458,2.29169271,S4,MS66,107.8,107.2,6
115.862901,1.935544615,1.900857938,S4,MS66,107.8,107.2,6
115.886003,2.971802379,2.841359593,S4,MS66,107.8,107.2,6
115.909106,1.808759242,4.475406857,S4,MS66,107.8,107.2,6
115.932209,2.361677193,2.218662418,S4,MS66,107.8,107.2,6
115.955312,2.116831492,1.997569617,S4,MS66,107.8,107.2,6
115.978415,1.977905397,2.142094805,S4,MS66,107.8,107.2,6
116.001518,2.786386143,2.451403031,S4,MS66,107.8,107.2,6
116.024621,2.48402616,1.223884971,S4,MS66,107.8,107.2,6
116.047723,1.838269392,1.562909011,S4,MS66,107.8,107.2,6
116.070826,2.134860599,1.998263441,S4,MS66,107.8,107.2,6
116.093929,2.85430989,2.756163795,S4,MS66,107.8,107.2,6
116.117032,3.475413474,3.493894328,S4,MS66,107.8,107.2,6
116.140135,2.386272192,2.825945178,S4,MS66,107.8,107.2,6
116.163238,3.370958761,1.941357393,S4,MS66,107.8,107.2,6
116.186341,2.575796216,2.558066335,S4,MS66,107.8,107.2,6
116.209444,3.397038559,2.427436092,S4,MS66,107.8,107.2,6
116.232546,2.390622912,2.00003105,S4,MS66,107.8,107.2,6
116.255649,3.790936881,4.246016884,S4,MS66,107.8,107.2,6
116.278752,2.912373806,3.922052045,S4,MS66,107.8,107.2,6
116.301855,2.570480167,2.113432881,S4,MS66,107.8,107.2,6
116.324958,3.484078058,2.716334994,S4,MS66,107.8,107.2,6
116.348061,3.363787437,1.998311469,S4,MS66,107.8,107.2,6
116.371164,3.522580802,2.711252834,S4,MS66,107.8,107.2,6
116.394266,3.265401758,3.185095852,S4,MS66,107.8,107.2,6
116.417369,1.992142788,1.929743018,S4,MS66,107.8,107.2,6
116.440472,3.38534498,1.752845073,S4,MS66,107.8,107.2,6
116.463575,1.926415871,2.612039983,S4,MS66,107.8,107.2,6
116.486678,2.184583767,3.365735554,S4,MS66,107.8,107.2,6
116.509781,2.359532932,2.238248468,S4,MS66,107.8,107.2,6
116.532884,2.377143327,1.535891324,S4,MS66,107.8,107.2,6
116.555987,3.308109151,2.294809294,S4,MS66,107.8,107.2,6
116.579089,1.96188415,1.551358338,S4,MS66,107.8,107.2,6
116.602192,2.730039447,3.043140362,S4,MS66,107.8,107.2,6
116.625295,2.368557613,2.725678384,S4,MS66,107.8,107.2,6
116.648398,3.287888957,2.284358322,S4,MS66,107.8,107.2,6
116.671501,2.493382824,2.419152721,S4,MS66,107.8,107.2,6
116.694604,3.355482886,2.114574185,S4,MS66,107.8,107.2,6
116.717707,2.03760357,2.189470719,S4,MS66,107.8,107.2,6
116.740809,2.766088645,1.195350481,S4,MS66,107.8,107.2,6
116.763912,2.471174863,1.67148917,S4,MS66,107.8,107.2,6
116.787015,2.255879467,2.644440562,S4,MS66,107.8,107.2,6
116.810118,2.630040638,2.481803524,S4,MS66,107.8,107.2,6
116.833221,1.945557143,1.155750251,S4,MS66,107.8,107.2,6
116.856324,2.739968839,1.784850436,S4,MS66,107.8,107.2,6
116.879427,2.51445902,2.584326281,S4,MS66,107.8,107.2,6
116.90253,2.340828461,2.710898762,S4,MS66,107.8,107.2,6
116.925632,2.749642232,1.183083607,S4,MS66,107.8,107.2,6
116.948735,1.867539607,2.206962561,S4,MS66,107.8,107.2,6
116.971838,2.694849805,1.592458002,S4,MS66,107.8,107.2,6
116.994941,2.909954992,1.809490752,S4,MS66,107.8,107.2,6
117.018044,2.357173074,1.899555146,S4,MS66,107.8,107.2,6
117.041147,2.061824772,1.979993224,S4,MS66,107.8,107.2,6
117.06425,2.274444104,2.124156602,S4,MS66,107.8,107.2,6
117.087352,2.275378979,1.41251558,S4,MS66,107.8,107.2,6
117.110455,2.667005578,1.885222458,S4,MS66,107.8,107.2,6
117.133558,2.208791302,1.57576602,S4,MS66,107.8,107.2,6
117.156661,2.415000609,1.655217827,S4,MS66,107.8,107.2,6
117.179764,1.748639248,1.428167843,S4,MS66,107.8,107.2,6
117.202867,3.052662515,1.978110074,S4,MS66,107.8,107.2,6
117.22597,3.225847308,3.398174378,S4,MS66,107.8,107.2,6
117.249073,2.262699741,1.332595306,S4,MS66,107.8,107.2,6
117.272175,1.689481041,1.526378093,S4,MS66,107.8,107.2,6
117.295278,2.541867556,1.488027487,S4,MS66,107.8,107.2,6
117.318381,2.139439911,3.759056778,S4,MS66,107.8,107.2,6
117.341484,2.030706798,1.821988749,S4,MS66,107.8,107.2,6
117.364587,2.781323147,0.788694924,S4,MS66,107.8,107.2,6
117.38769,2.672729885,2.778584148,S4,MS66,107.8,107.2,6
117.410793,2.045600403,1.587744016,S4,MS66,107.8,107.2,6
117.433895,1.803202448,1.716775457,S4,MS66,107.8,107.2,6
117.456998,2.396919795,1.999226747,S4,MS66,107.8,107.2,6
117.480101,2.911292629,2.568198724,S4,MS66,107.8,107.2,6
117.503204,2.85665611,1.703663751,S4,MS66,107.8,107.2,6
117.526307,2.736006474,2.578888268,S4,MS66,107.8,107.2,6
117.54941,2.675710198,1.821184208,S4,MS66,107.8,107.2,6
117.572513,4.456866796,3.253555494,S4,MS66,107.8,107.2,6
117.595616,1.798057736,2.136172081,S4,MS66,107.8,107.2,6
117.618718,2.792194005,2.500645217,S4,MS66,107.8,107.2,6
117.641821,1.535665612,0.75573086,S4,MS66,107.8,107.2,6
117.664924,3.184077789,2.458210559,S4,MS66,107.8,107.2,6
117.688027,2.752623242,2.668184218,S4,MS66,107.8,107.2,6
117.71113,2.378721818,2.116113593,S4,MS66,107.8,107.2,6
117.734233,2.309563399,1.877636192,S4,MS66,107.8,107.2,6
117.757336,2.38503567,1.225567579,S4,MS66,107.8,107.2,6
117.780438,2.636621056,2.110876403,S4,MS66,107.8,107.2,6
106.005607,4.324410416,3.293119767,S4,64PE,107.8,107.2,7
106.028037,2.110384647,5.238412896,S4,64PE,107.8,107.2,7
106.050467,2.061451329,2.626266837,S4,64PE,107.8,107.2,7
106.072897,3.130448627,3.991180416,S4,64PE,107.8,107.2,7
106.095327,4.667639212,9.074778873,S4,64PE,107.8,107.2,7
106.117757,4.341143961,5.958910322,S4,64PE,107.8,107.2,7
106.140187,2.32672546,7.224647651,S4,64PE,107.8,107.2,7
106.162617,6.30313247,4.738641587,S4,64PE,107.8,107.2,7
106.185047,4.918797009,6.782364387,S4,64PE,107.8,107.2,7
106.207477,6.683423232,5.003730661,S4,64PE,107.8,107.2,7
106.229907,18.23434714,6.937179209,S4,64PE,107.8,107.2,7
106.252336,24.7975671,5.623748077,S4,64PE,107.8,107.2,7
106.274766,27.65117107,4.814447129,S4,64PE,107.8,107.2,7
106.297196,33.49096709,7.082015862,S4,64PE,107.8,107.2,7
106.319626,21.17860778,7.216941622,S4,64PE,107.8,107.2,7
106.342056,23.68848895,8.121973106,S4,64PE,107.8,107.2,7
106.364486,26.3431732,11.42911394,S4,64PE,107.8,107.2,7
106.386916,29.25890568,6.219013851,S4,64PE,107.8,107.2,7
106.409346,19.90906287,10.65002552,S4,64PE,107.8,107.2,7
106.431776,24.92989266,13.34755449,S4,64PE,107.8,107.2,7
106.454206,29.75173337,12.00636901,S4,64PE,107.8,107.2,7
106.476636,27.59002133,6.169077266,S4,64PE,107.8,107.2,7
106.499065,29.11983125,16.26287256,S4,64PE,107.8,107.2,7
106.521495,33.00407117,9.267213027,S4,64PE,107.8,107.2,7
106.543925,33.86849163,16.31708957,S4,64PE,107.8,107.2,7
106.566355,29.99739232,7.523751548,S4,64PE,107.8,107.2,7
106.588785,28.19972643,6.949418212,S4,64PE,107.8,107.2,7
106.611215,25.59354139,6.148680698,S4,64PE,107.8,107.2,7
106.633645,40.15398392,8.3737805,S4,64PE,107.8,107.2,7
106.656075,41.70928135,7.923295794,S4,64PE,107.8,107.2,7
106.678505,47.09980677,13.15960092,S4,64PE,107.8,107.2,7
106.700935,23.52370836,5.134400526,S4,64PE,107.8,107.2,7
106.723364,35.95749213,8.642858041,S4,64PE,107.8,107.2,7
106.745794,49.73220513,5.548571817,S4,64PE,107.8,107.2,7
106.768224,59.33315884,6.688471475,S4,64PE,107.8,107.2,7
106.790654,78.96341658,5.510630397,S4,64PE,107.8,107.2,7
106.813084,89.67257627,4.212347347,S4,64PE,107.8,107.2,7
106.835514,95.2837235,8.076533633,S4,64PE,107.8,107.2,7
106.857944,89.87499055,7.39594711,S4,64PE,107.8,107.2,7
106.880374,79.2991678,5.550591278,S4,64PE,107.8,107.2,7
106.902804,71.65874903,11.98482558,S4,64PE,107.8,107.2,7
106.925234,100.1790641,9.933572184,S4,64PE,107.8,107.2,7
106.947664,103.8127127,11.55819477,S4,64PE,107.8,107.2,7
106.970093,64.17826978,8.540589263,S4,64PE,107.8,107.2,7
106.992523,41.45166436,7.318365087,S4,64PE,107.8,107.2,7
107.014953,51.59855562,6.915677152,S4,64PE,107.8,107.2,7
107.037383,69.67231527,11.68062029,S4,64PE,107.8,107.2,7
107.059813,48.50094137,10.64924128,S4,64PE,107.8,107.2,7
107.082243,65.16244001,9.78711986,S4,64PE,107.8,107.2,7
107.104673,55.5863765,8.188172498,S4,64PE,107.8,107.2,7
107.127103,50.0909837,8.820466315,S4,64PE,107.8,107.2,7
107.149533,69.53477645,8.675946333,S4,64PE,107.8,107.2,7
107.171963,65.00718257,13.80251672,S4,64PE,107.8,107.2,7
107.194393,51.01576379,8.361734224,S4,64PE,107.8,107.2,7
107.216822,80.80415168,9.005409637,S4,64PE,107.8,107.2,7
107.239252,84.35328339,9.072940941,S4,64PE,107.8,107.2,7
107.261682,89.83974768,11.55864516,S4,64PE,107.8,107.2,7
107.284112,54.55447659,6.905294856,S4,64PE,107.8,107.2,7
107.306542,41.90000653,6.309377882,S4,64PE,107.8,107.2,7
107.328972,18.69567581,13.81390277,S4,64PE,107.8,107.2,7
107.351402,9.963948907,10.42691193,S4,64PE,107.8,107.2,7
107.373832,10.21847204,10.695517,S4,64PE,107.8,107.2,7
107.396262,32.50355356,17.39353994,S4,64PE,107.8,107.2,7
107.418692,16.09330271,24.20741325,S4,64PE,107.8,107.2,7
107.441121,11.99767822,13.74546926,S4,64PE,107.8,107.2,7
107.463551,11.57579127,17.50683536,S4,64PE,107.8,107.2,7
107.485981,10.52556717,21.56276862,S4,64PE,107.8,107.2,7
107.508411,8.846218909,19.6684883,S4,64PE,107.8,107.2,7
107.530841,7.571016834,34.65311088,S4,64PE,107.8,107.2,7
107.553271,9.265422548,20.66133333,S4,64PE,107.8,107.2,7
107.575701,16.68089915,18.98386859,S4,64PE,107.8,107.2,7
107.598131,35.41564676,40.42223627,S4,64PE,107.8,107.2,7
107.620561,17.50452516,18.39341157,S4,64PE,107.8,107.2,7
107.642991,13.55567232,13.2328046,S4,64PE,107.8,107.2,7
107.665421,7.895954675,7.258991562,S4,64PE,107.8,107.2,7
107.68785,7.57142416,5.922484785,S4,64PE,107.8,107.2,7
107.71028,3.66698338,8.059364765,S4,64PE,107.8,107.2,7
107.73271,2.7626867,5.594918669,S4,64PE,107.8,107.2,7
107.75514,3.767565375,5.116720293,S4,64PE,107.8,107.2,7
107.77757,4.339343461,5.342729215,S4,64PE,107.8,107.2,7
107.8,7.755642764,5.2562673,S4,64PE,107.8,107.2,7
107.822871,5.183961261,3.592247744,S4,64PE,107.8,107.2,7
107.845743,3.795073265,7.147920206,S4,64PE,107.8,107.2,7
107.868614,2.393922233,7.797632569,S4,64PE,107.8,107.2,7
107.891486,4.976784949,5.110765579,S4,64PE,107.8,107.2,7
107.914357,3.869304363,3.47550664,S4,64PE,107.8,107.2,7
107.937229,5.02761439,6.203831115,S4,64PE,107.8,107.2,7
107.9601,5.148107399,5.092644135,S4,64PE,107.8,107.2,7
107.982972,7.863348462,7.568945474,S4,64PE,107.8,107.2,7
108.005843,9.070092123,5.436920275,S4,64PE,107.8,107.2,7
108.028715,8.605297152,4.625202437,S4,64PE,107.8,107.2,7
108.051586,7.424449202,4.774574128,S4,64PE,107.8,107.2,7
108.074457,7.497192631,9.033369207,S4,64PE,107.8,107.2,7
108.097329,5.460279903,5.114101508,S4,64PE,107.8,107.2,7
108.1202,7.330780615,6.073207131,S4,64PE,107.8,107.2,7
108.143072,7.909926914,6.722157223,S4,64PE,107.8,107.2,7
108.165943,7.517834305,7.715385272,S4,64PE,107.8,107.2,7
108.188815,6.729844886,5.670754825,S4,64PE,107.8,107.2,7
108.211686,3.697269495,3.396569163,S4,64PE,107.8,107.2,7
108.234558,5.573063004,5.814691657,S4,64PE,107.8,107.2,7
108.257429,6.71207475,5.767822871,S4,64PE,107.8,107.2,7
108.280301,9.655146512,3.323642531,S4,64PE,107.8,107.2,7
108.303172,11.2976202,3.618474741,S4,64PE,107.8,107.2,7
108.326043,9.964921808,4.751688298,S4,64PE,107.8,107.2,7
108.348915,20.54194035,4.744066912,S4,64PE,107.8,107.2,7
108.371786,28.23445954,7.000204909,S4,64PE,107.8,107.2,7
108.394658,14.78988616,3.269830341,S4,64PE,107.8,107.2,7
108.417529,18.95373507,4.629922012,S4,64PE,107.8,107.2,7
108.440401,20.67236392,7.423434668,S4,64PE,107.8,107.2,7
108.463272,6.270078748,7.98433482,S4,64PE,107.8,107.2,7
108.486144,5.289152495,7.284862971,S4,64PE,107.8,107.2,7
108.509015,5.029485695,10.47581214,S4,64PE,107.8,107.2,7
108.531886,3.880894029,4.619808996,S4,64PE,107.8,107.2,7
108.554758,4.681535934,3.596681683,S4,64PE,107.8,107.2,7
108.577629,4.316955525,3.779902756,S4,64PE,107.8,107.2,7
108.600501,4.552178929,6.509829051,S4,64PE,107.8,107.2,7
108.623372,3.947735285,4.542978384,S4,64PE,107.8,107.2,7
108.646244,3.288719923,5.884846452,S4,64PE,107.8,107.2,7
108.669115,4.754025196,2.07665205,S4,64PE,107.8,107.2,7
108.691987,4.490818909,5.169753158,S4,64PE,107.8,107.2,7
108.714858,2.377119245,3.931012426,S4,64PE,107.8,107.2,7
108.73773,3.759577589,4.511320355,S4,64PE,107.8,107.2,7
108.760601,3.000454453,2.342486286,S4,64PE,107.8,107.2,7
108.783472,2.337182236,1.88901295,S4,64PE,107.8,107.2,7
108.806344,2.253229047,2.12208927,S4,64PE,107.8,107.2,7
108.829215,2.974003829,5.614827964,S4,64PE,107.8,107.2,7
108.852087,2.301945708,4.921770001,S4,64PE,107.8,107.2,7
108.874958,2.142570819,3.184089739,S4,64PE,107.8,107.2,7
108.89783,2.044508193,4.263628828,S4,64PE,107.8,107.2,7
108.920701,1.869380225,3.134138592,S4,64PE,107.8,107.2,7
108.943573,3.024152289,5.47660163,S4,64PE,107.8,107.2,7
108.966444,2.090989789,5.382467568,S4,64PE,107.8,107.2,7
108.989316,4.767045752,4.705120334,S4,64PE,107.8,107.2,7
109.012187,4.191861491,4.032602879,S4,64PE,107.8,107.2,7
109.035058,3.957102663,6.078098587,S4,64PE,107.8,107.2,7
109.05793,4.766703692,2.753369965,S4,64PE,107.8,107.2,7
109.080801,3.401248503,5.840278082,S4,64PE,107.8,107.2,7
109.103673,2.374727167,6.959496822,S4,64PE,107.8,107.2,7
109.126544,3.933038957,6.398971368,S4,64PE,107.8,107.2,7
109.149416,3.830060541,3.54448293,S4,64PE,107.8,107.2,7
109.172287,4.009003682,3.779852003,S4,64PE,107.8,107.2,7
109.195159,5.075933743,5.59410357,S4,64PE,107.8,107.2,7
109.21803,5.99848221,3.84785175,S4,64PE,107.8,107.2,7
109.240902,5.085970841,3.892120017,S4,64PE,107.8,107.2,7
109.263773,4.915226741,4.199053973,S4,64PE,107.8,107.2,7
109.286644,3.063723123,6.212716161,S4,64PE,107.8,107.2,7
109.309516,4.629308572,6.472809716,S4,64PE,107.8,107.2,7
109.332387,3.671119503,4.285643096,S4,64PE,107.8,107.2,7
109.355259,3.71399256,5.360617914,S4,64PE,107.8,107.2,7
109.37813,3.919169915,5.453255913,S4,64PE,107.8,107.2,7
109.401002,5.05306388,6.562935669,S4,64PE,107.8,107.2,7
109.423873,2.841094294,3.280111009,S4,64PE,107.8,107.2,7
109.446745,2.786347467,4.755925997,S4,64PE,107.8,107.2,7
109.469616,2.659446587,4.541294366,S4,64PE,107.8,107.2,7
109.492487,3.557347478,8.421141631,S4,64PE,107.8,107.2,7
109.515359,2.048785041,6.670916543,S4,64PE,107.8,107.2,7
109.53823,2.065264274,2.864621879,S4,64PE,107.8,107.2,7
109.561102,3.165611108,6.469100414,S4,64PE,107.8,107.2,7
109.583973,2.157831588,6.111684228,S4,64PE,107.8,107.2,7
109.606845,3.027262488,4.140054587,S4,64PE,107.8,107.2,7
109.629716,2.621756022,5.209053929,S4,64PE,107.8,107.2,7
109.652588,3.917350742,5.454163626,S4,64PE,107.8,107.2,7
109.675459,3.338876217,4.923524609,S4,64PE,107.8,107.2,7
109.698331,1.800746125,7.54206268,S4,64PE,107.8,107.2,7
109.721202,1.770064366,5.400170571,S4,64PE,107.8,107.2,7
109.744073,1.887344131,4.189578496,S4,64PE,107.8,107.2,7
109.766945,2.254589457,3.975897366,S4,64PE,107.8,107.2,7
109.789816,3.30961664,4.307750564,S4,64PE,107.8,107.2,7
109.812688,1.343825443,5.19993817,S4,64PE,107.8,107.2,7
109.835559,2.23797491,2.853512709,S4,64PE,107.8,107.2,7
109.858431,2.627554158,1.221180872,S4,64PE,107.8,107.2,7
109.881302,2.008133812,4.85250986,S4,64PE,107.8,107.2,7
