Age [ka BP],Mo [ppm],U [ppm],ID,Core,t_transition_start,t_transition_end,tsid
19.639241,2.054528889,1.627013006,S1,MS66,10.5,9.7,2
19.663291,1.539593581,1.212407533,S1,MS66,10.5,9.7,2
19.687342,1.190308694,1.056114022,S1,MS66,10.5,9.7,2
19.711392,2.009271609,2.319875103,S1,MS66,10.5,9.7,2
19.735443,1.201346649,1.302142549,S1,MS66,10.5,9.7,2
19.759494,1.433404445,1.709728925,S1,MS66,10.5,9.7,2
19.783544,3.01666124,1.497029514,S1,MS66,10.5,9.7,2
19.807595,1.995960019,1.48258761,S1,MS66,10.5,9.7,2
19.831646,1.501153806,0.533465958,S1,MS66,10.5,9.7,2
19.855696,1.038478489,1.289798329,S1,MS66,10.5,9.7,2
19.879747,1.667384207,1.449802021,S1,MS66,10.5,9.7,2
19.903797,1.733227584,2.902101707,S1,MS66,10.5,9.7,2
19.927848,2.604314447,2.317245012,S1,MS66,10.5,9.7,2
19.951899,1.237512869,1.124689207,S1,MS66,10.5,9.7,2
19.975949,2.473179475,1.508781285,S1,MS66,10.5,9.7,2
20,1.738361089,0.901137645,S1,MS66,10.5,9.7,2
20.024051,1.817957735,2.32784149,S1,MS66,10.5,9.7,2
20.048101,1.795983018,1.926257168,S1,MS66,10.5,9.7,2
20.072152,1.528519086,1.465419843,S1,MS66,10.5,9.7,2
20.096203,2.977186762,1.774198638,S1,MS66,10.5,9.7,2
20.120253,1.81825044,1.69587627,S1,MS66,10.5,9.7,2
20.144304,1.499916408,0.83916723,S1,MS66,10.5,9.7,2
20.168354,1.246636498,1.29002474,S1,MS66,10.5,9.7,2
20.192405,1.943928994,1.703121969,S1,MS66,10.5,9.7,2
20.216456,1.459243657,3.506856123,S1,MS66,10.5,9.7,2
20.240506,1.890803726,2.022810267,S1,MS66,10.5,9.7,2
20.264557,1.957603114,1.578079072,S1,MS66,10.5,9.7,2
20.288608,2.428510092,1.619218047,S1,MS66,10.5,9.7,2
20.312658,2.03012891,3.250875851,S1,MS66,10.5,9.7,2
20.336709,1.47903427,2.656451932,S1,MS66,10.5,9.7,2
20.360759,1.085958644,1.164594358,S1,MS66,10.5,9.7,2
20.38481,1.165755407,1.743979037,S1,MS66,10.5,9.7,2
20.408861,2.567926108,4.355310354,S1,MS66,10.5,9.7,2
20.432911,4.444422189,2.741537647,S1,MS66,10.5,9.7,2
20.456962,1.37215893,1.909018889,S1,MS66,10.5,9.7,2
20.481013,1.686142751,1.501099576,S1,MS66,10.5,9.7,2
83.7002,67.15668897,9.997437292,S3,MS21,85.8,85.1,3
83.70878,55.12010026,8.824108536,S3,MS21,85.8,85.1,3
83.71734,53.73662821,8.861445755,S3,MS21,85.8,85.1,3
83.7259,56.0040235,7.75044392,S3,MS21,85.8,85.1,3
83.73446,56.06631946,5.703038176,S3,MS21,85.8,85.1,3
83.74302,50.45068154,8.547232152,S3,MS21,85.8,85.1,3
83.75171,56.83594224,8.098350068,S3,MS21,85.8,85.1,3
83.76053,60.49285866,8.040961607,S3,MS21,85.8,85.1,3
83.76935,80.61838849,8.127957701,S3,MS21,85.8,85.1,3
83.77817,59.76356336,10.19529593,S3,MS21,85.8,85.1,3
83.78699,73.55230033,12.75910697,S3,MS21,85.8,85.1,3
83.79565,63.38177787,10.84072222,S3,MS21,85.8,85.1,3
83.80415,64.09757189,7.360869859,S3,MS21,85.8,85.1,3
83.81265,67.96728127,12.12602858,S3,MS21,85.8,85.1,3
83.82115,68.84890088,8.159223482,S3,MS21,85.8,85.1,3
83.82965,61.74341776,8.98517286,S3,MS21,85.8,85.1,3
83.83824,53.73821739,7.281258668,S3,MS21,85.8,85.1,3
83.84692,57.76021105,10.05945866,S3,MS21,85.8,85.1,3
83.8556,61.24872729,9.775325857,S3,MS21,85.8,85.1,3
83.86428,69.96288454,7.908945195,S3,MS21,85.8,85.1,3
83.87296,60.18642124,9.867394305,S3,MS21,85.8,85.1,3
83.88163,60.77567005,6.756952415,S3,MS21,85.8,85.1,3
83.89029,53.32922478,7.844452218,S3,MS21,85.8,85.1,3
83.89895,62.62230344,6.658340404,S3,MS21,85.8,85.1,3
83.90761,61.21345295,7.523389869,S3,MS21,85.8,85.1,3
83.91627,67.24049339,12.25600785,S3,MS21,85.8,85.1,3
83.92489,66.41631112,8.890147046,S3,MS21,85.8,85.1,3
83.93347,82.47307709,11.24131699,S3,MS21,85.8,85.1,3
83.94205,75.13564492,12.83446385,S3,MS21,85.8,85.1,3
83.95063,88.56462061,7.156095532,S3,MS21,85.8,85.1,3
83.95921,99.09155738,10.66690139,S3,MS21,85.8,85.1,3
83.96782,92.50261543,13.80185887,S3,MS21,85.8,85.1,3
83.97646,75.82219544,8.579681544,S3,MS21,85.8,85.1,3
83.9851,68.06189879,11.20516502,S3,MS21,85.8,85.1,3
83.99374,73.6097483,8.102438922,S3,MS21,85.8,85.1,3
84.00238,48.53256107,8.38409397,S3,MS21,85.8,85.1,3
84.01095,74.64132252,9.503822458,S3,MS21,85.8,85.1,3
84.01945,56.45419024,8.737660295,S3,MS21,85.8,85.1,3
84.02795,66.85012934,9.438462447,S3,MS21,85.8,85.1,3
84.03645,72.21941513,11.28504912,S3,MS21,85.8,85.1,3
84.04495,64.19075704,8.146164411,S3,MS21,85.8,85.1,3
84.05361,74.06822327,7.220002885,S3,MS21,85.8,85.1,3
84.06243,63.81948673,7.655100799,S3,MS21,85.8,85.1,3
84.07125,66.11529192,5.922414175,S3,MS21,85.8,85.1,3
84.08007,83.62570882,9.467654265,S3,MS21,85.8,85.1,3
84.08889,71.37940187,8.921045059,S3,MS21,85.8,85.1,3
84.09771,75.91640204,7.162781195,S3,MS21,85.8,85.1,3
84.10653,145.9890856,9.403589602,S3,MS21,85.8,85.1,3
84.11535,104.646252,10.89501881,S3,MS21,85.8,85.1,3
84.12417,70.31508108,6.740544773,S3,MS21,85.8,85.1,3
84.13299,81.54557792,5.053922362,S3,MS21,85.8,85.1,3
84.14184,58.15914897,7.805329708,S3,MS21,85.8,85.1,3
84.15072,78.22932053,7.66684381,S3,MS21,85.8,85.1,3
84.1596,62.03859049,7.398917369,S3,MS21,85.8,85.1,3
84.16848,52.66466726,7.743605996,S3,MS21,85.8,85.1,3
84.17736,61.64292053,8.90045789,S3,MS21,85.8,85.1,3
84.18623,64.0714831,11.40302706,S3,MS21,85.8,85.1,3
84.19509,65.22623234,11.11436678,S3,MS21,85.8,85.1,3
84.20395,61.78399106,12.81293982,S3,MS21,85.8,85.1,3
84.21281,56.63135149,12.7992667,S3,MS21,85.8,85.1,3
84.22167,57.29886958,9.952359211,S3,MS21,85.8,85.1,3
84.23042,58.14459888,8.530262038,S3,MS21,85.8,85.1,3
84.23906,50.30655724,7.943903103,S3,MS21,85.8,85.1,3
84.2477,53.90907143,10.84551233,S3,MS21,85.8,85.1,3
84.25634,48.21979593,8.069303987,S3,MS21,85.8,85.1,3
84.26498,52.14268577,10.57112935,S3,MS21,85.8,85.1,3
84.27367,51.54166593,10.20249762,S3,MS21,85.8,85.1,3
84.28241,42.30121393,7.965192146,S3,MS21,85.8,85.1,3
84.29115,50.14858832,10.59034688,S3,MS21,85.8,85.1,3
84.29989,42.3372432,9.956268355,S3,MS21,85.8,85.1,3
84.30863,54.73381384,8.590308591,S3,MS21,85.8,85.1,3
84.31739,52.06532778,10.9662886,S3,MS21,85.8,85.1,3
84.32617,42.17523397,9.421273546,S3,MS21,85.8,85.1,3
84.33495,52.83598365,5.774169475,S3,MS21,85.8,85.1,3
84.34373,50.86296286,9.370544025,S3,MS21,85.8,85.1,3
84.35251,47.01336674,12.85732445,S3,MS21,85.8,85.1,3
84.36123,64.40672912,9.984395969,S3,MS21,85.8,85.1,3
84.36989,87.59115053,9.213378269,S3,MS21,85.8,85.1,3
84.37855,49.47917378,8.121805006,S3,MS21,85.8,85.1,3
84.38721,47.07318649,6.262809938,S3,MS21,85.8,85.1,3
84.39587,50.93199962,7.966164459,S3,MS21,85.8,85.1,3
84.4046,59.47743925,8.183104639,S3,MS21,85.8,85.1,3
84.4134,50.07427143,4.573148285,S3,MS21,85.8,85.1,3
84.4222,60.19549689,11.36539341,S3,MS21,85.8,85.1,3
84.431,57.26552734,4.601701914,S3,MS21,85.8,85.1,3
84.4398,81.80349416,8.233453265,S3,MS21,85.8,85.1,3
84.44839,97.80199641,7.373703279,S3,MS21,85.8,85.1,3
84.45677,56.43422418,6.214088702,S3,MS21,85.8,85.1,3
84.46515,75.55571565,6.917809012,S3,MS21,85.8,85.1,3
84.47353,86.90272875,2.630406195,S3,MS21,85.8,85.1,3
84.48191,66.43675901,6.915104233,S3,MS21,85.8,85.1,3
84.4904,75.9357301,7.08985749,S3,MS21,85.8,85.1,3
84.499,105.1030707,7.317827347,S3,MS21,85.8,85.1,3
84.5076,77.67853798,7.362145032,S3,MS21,85.8,85.1,3
84.5162,83.57850365,7.937119807,S3,MS21,85.8,85.1,3
84.5248,66.69304023,8.627733552,S3,MS21,85.8,85.1,3
84.53339,81.76074432,11.83561575,S3,MS21,85.8,85.1,3
84.54197,118.6987907,8.801876189,S3,MS21,85.8,85.1,3
84.55055,119.1289855,5.067178746,S3,MS21,85.8,85.1,3
84.55913,101.1615737,7.31893109,S3,MS21,85.8,85.1,3
84.56771,89.79752152,8.070970942,S3,MS21,85.8,85.1,3
84.57633,97.86334896,6.171334468,S3,MS21,85.8,85.1,3
84.58499,81.60392131,7.837699874,S3,MS21,85.8,85.1,3
84.59365,102.5711006,9.905433653,S3,MS21,85.8,85.1,3
84.60231,72.72392877,7.116975479,S3,MS21,85.8,85.1,3
84.61097,79.14097462,8.89862868,S3,MS21,85.8,85.1,3
84.6195,77.43834659,6.973053913,S3,MS21,85.8,85.1,3
84.6279,96.35131438,6.188248494,S3,MS21,85.8,85.1,3
84.6363,74.28566776,9.440443038,S3,MS21,85.8,85.1,3
84.6447,92.14022614,11.36966389,S3,MS21,85.8,85.1,3
84.6531,78.09654176,8.739196872,S3,MS21,85.8,85.1,3
84.66169,76.82147086,9.145171659,S3,MS21,85.8,85.1,3
84.67047,62.65498129,11.07279484,S3,MS21,85.8,85.1,3
84.67925,92.519399,10.33607458,S3,MS21,85.8,85.1,3
84.68803,86.30351917,15.07744334,S3,MS21,85.8,85.1,3
84.69681,80.65676909,9.026130254,S3,MS21,85.8,85.1,3
84.70537,84.14465249,8.211553473,S3,MS21,85.8,85.1,3
84.71371,63.90872151,10.42432847,S3,MS21,85.8,85.1,3
84.72205,63.75296969,8.044519764,S3,MS21,85.8,85.1,3
84.73039,63.93988276,11.14738973,S3,MS21,85.8,85.1,3
84.73873,55.65147655,12.49855451,S3,MS21,85.8,85.1,3
84.74735,67.13464847,6.163392348,S3,MS21,85.8,85.1,3
84.75625,61.52576383,14.01386751,S3,MS21,85.8,85.1,3
84.76515,70.15207301,7.946361332,S3,MS21,85.8,85.1,3
84.77405,115.3911223,8.491336011,S3,MS21,85.8,85.1,3
84.78295,104.4018089,7.249240346,S3,MS21,85.8,85.1,3
84.79171,43.22281483,6.525040331,S3,MS21,85.8,85.1,3
84.80033,54.33986018,6.787119694,S3,MS21,85.8,85.1,3
84.80895,75.24993206,10.54023919,S3,MS21,85.8,85.1,3
84.81757,63.00713754,6.56859671,S3,MS21,85.8,85.1,3
84.82619,62.52655318,7.609905575,S3,MS21,85.8,85.1,3
84.83492,65.44328183,15.30348832,S3,MS21,85.8,85.1,3
84.84376,64.39489753,5.021429234,S3,MS21,85.8,85.1,3
84.8526,88.4933989,9.515704841,S3,MS21,85.8,85.1,3
84.86144,77.67724156,9.762491965,S3,MS21,85.8,85.1,3
84.87028,64.29693074,7.098873371,S3,MS21,85.8,85.1,3
84.879,73.68727303,6.671082619,S3,MS21,85.8,85.1,3
84.8876,84.41857567,9.008232916,S3,MS21,85.8,85.1,3
84.8962,84.46501912,7.291441594,S3,MS21,85.8,85.1,3
84.9048,64.46965975,6.517930982,S3,MS21,85.8,85.1,3
84.9134,51.74773815,9.299857763,S3,MS21,85.8,85.1,3
84.92218,55.53479774,8.906210023,S3,MS21,85.8,85.1,3
84.93114,64.27624996,8.857852557,S3,MS21,85.8,85.1,3
84.9401,63.20256836,8.74706117,S3,MS21,85.8,85.1,3
84.94906,69.34320283,9.92628514,S3,MS21,85.8,85.1,3
84.95802,45.71834991,13.11319372,S3,MS21,85.8,85.1,3
84.96686,45.93481562,5.298883023,S3,MS21,85.8,85.1,3
84.97558,50.77252457,11.36406799,S3,MS21,85.8,85.1,3
84.9843,42.48059851,4.286418071,S3,MS21,85.8,85.1,3
84.99302,50.93367622,8.130557908,S3,MS21,85.8,85.1,3
85.00174,46.29024707,7.884272081,S3,MS21,85.8,85.1,3
85.0106,63.23737179,10.73169562,S3,MS21,85.8,85.1,3
85.0196,57.35081597,16.19824756,S3,MS21,85.8,85.1,3
85.0286,59.00094949,8.539151175,S3,MS21,85.8,85.1,3
85.0376,57.64754028,5.772078742,S3,MS21,85.8,85.1,3
85.0466,56.23696869,9.919680403,S3,MS21,85.8,85.1,3
85.05559,56.10487183,10.29883785,S3,MS21,85.8,85.1,3
85.06457,52.49929768,8.585472238,S3,MS21,85.8,85.1,3
85.07355,52.15883994,9.052788388,S3,MS21,85.8,85.1,3
85.08253,61.44587931,8.889303839,S3,MS21,85.8,85.1,3
85.09151,49.56797062,8.304013282,S3,MS21,85.8,85.1,3
85.10047,52.79262408,12.43444951,S3,MS21,85.8,85.1,3
85.10941,61.8306403,12.46468395,S3,MS21,85.8,85.1,3
85.11835,58.46105572,9.658515417,S3,MS21,85.8,85.1,3
85.12729,61.06114642,7.429381575,S3,MS21,85.8,85.1,3
85.13623,44.23905762,7.860821278,S3,MS21,85.8,85.1,3
85.14509,40.03300524,5.436919838,S3,MS21,85.8,85.1,3
85.15387,51.70194891,7.628100694,S3,MS21,85.8,85.1,3
85.16265,43.47372421,7.960439028,S3,MS21,85.8,85.1,3
85.17143,41.66912437,6.768452031,S3,MS21,85.8,85.1,3
85.18021,40.77654914,7.099749772,S3,MS21,85.8,85.1,3
85.18916,53.14941494,6.510787182,S3,MS21,85.8,85.1,3
85.19828,50.29979286,8.110320809,S3,MS21,85.8,85.1,3
85.2074,60.01690149,14.11384369,S3,MS21,85.8,85.1,3
85.21652,69.82960449,8.223453505,S3,MS21,85.8,85.1,3
85.22564,54.23787524,13.17114865,S3,MS21,85.8,85.1,3
85.23464,56.96233842,10.76083115,S3,MS21,85.8,85.1,3
85.24352,50.76827953,9.967648112,S3,MS21,85.8,85.1,3
85.2524,54.81624802,4.418191497,S3,MS21,85.8,85.1,3
85.26128,52.53207868,10.42916321,S3,MS21,85.8,85.1,3
85.27016,58.98120043,8.194064801,S3,MS21,85.8,85.1,3
85.279,57.00980004,8.598532569,S3,MS21,85.8,85.1,3
85.2878,48.12082791,12.03625243,S3,MS21,85.8,85.1,3
85.2966,49.96698192,8.549565097,S3,MS21,85.8,85.1,3
85.3054,46.60588405,16.47743455,S3,MS21,85.8,85.1,3
85.3142,41.59430139,13.31859918,S3,MS21,85.8,85.1,3
85.32303,55.68699423,9.856098825,S3,MS21,85.8,85.1,3
85.33189,45.09065639,11.5017134,S3,MS21,85.8,85.1,3
85.34075,45.5357747,8.31103265,S3,MS21,85.8,85.1,3
85.34961,42.23873715,13.7100743,S3,MS21,85.8,85.1,3
85.35847,41.31424215,11.47777775,S3,MS21,85.8,85.1,3
85.36737,49.65980963,5.883446438,S3,MS21,85.8,85.1,3
85.37631,44.601229,12.26077844,S3,MS21,85.8,85.1,3
85.38525,37.65618345,8.95366587,S3,MS21,85.8,85.1,3
85.39419,34.34957724,11.2679722,S3,MS21,85.8,85.1,3
85.40313,37.23719365,5.985420738,S3,MS21,85.8,85.1,3
85.41194,37.85002124,10.18123413,S3,MS21,85.8,85.1,3
85.42062,43.80511959,8.769137344,S3,MS21,85.8,85.1,3
85.4293,46.64991101,11.35391709,S3,MS21,85.8,85.1,3
85.43798,45.56317722,13.72764266,S3,MS21,85.8,85.1,3
85.44666,39.05658531,13.7980829,S3,MS21,85.8,85.1,3
85.45535,47.98180796,12.86628034,S3,MS21,85.8,85.1,3
85.46405,43.91219417,7.287680197,S3,MS21,85.8,85.1,3
85.47275,69.41002122,5.834496266,S3,MS21,85.8,85.1,3
85.48145,35.04901551,13.79040297,S3,MS21,85.8,85.1,3
85.49015,51.36739778,8.851511262,S3,MS21,85.8,85.1,3
85.4988,44.9362366,6.254620658,S3,MS21,85.8,85.1,3
85.5074,47.97942615,9.392105264,S3,MS21,85.8,85.1,3
85.516,37.58126818,10.21970288,S3,MS21,85.8,85.1,3
85.5246,40.3933329,10.03518511,S3,MS21,85.8,85.1,3
85.5332,50.97508325,17.42497164,S3,MS21,85.8,85.1,3
85.54189,34.37273459,9.406723395,S3,MS21,85.8,85.1,3
85.59451,7.927749802,5.132981372,S3,MS21,85.8,85.1,3
85.60325,6.956709949,10.18193191,S3,MS21,85.8,85.1,3
85.61199,11.34832235,11.6728131,S3,MS21,85.8,85.1,3
85.62073,12.30102879,14.18460309,S3,MS21,85.8,85.1,3
85.62942,11.26003011,14.25045873,S3,MS21,85.8,85.1,3
85.63806,12.16135654,7.66139307,S3,MS21,85.8,85.1,3
85.6467,9.233740261,11.00728638,S3,MS21,85.8,85.1,3
85.65534,11.61145505,10.34042466,S3,MS21,85.8,85.1,3
85.66398,9.488036696,9.919834205,S3,MS21,85.8,85.1,3
85.6726,13.67425304,15.90387401,S3,MS21,85.8,85.1,3
85.6812,8.451454287,8.657041308,S3,MS21,85.8,85.1,3
85.6898,10.89642993,7.676491038,S3,MS21,85.8,85.1,3
85.6984,18.99261011,7.704306009,S3,MS21,85.8,85.1,3
85.707,15.66820529,5.588452871,S3,MS21,85.8,85.1,3
85.7156,11.56243605,7.319815089,S3,MS21,85.8,85.1,3
85.7242,6.836384619,5.233380575,S3,MS21,85.8,85.1,3
85.7328,8.72117877,6.241960536,S3,MS21,85.8,85.1,3
85.7414,14.44062954,3.931950474,S3,MS21,85.8,85.1,3
85.75,10.01113476,3.588238433,S3,MS21,85.8,85.1,3
85.75865,10.10003211,5.320391437,S3,MS21,85.8,85.1,3
85.76735,7.979978945,3.559097308,S3,MS21,85.8,85.1,3
85.77605,6.890847959,5.293059038,S3,MS21,85.8,85.1,3
85.78475,4.65955418,2.778815162,S3,MS21,85.8,85.1,3
85.79345,3.900907177,5.29765792,S3,MS21,85.8,85.1,3
85.80213,2.975035677,3.266885807,S3,MS21,85.8,85.1,3
85.81079,3.458645376,2.723800447,S3,MS21,85.8,85.1,3
85.81945,2.92152318,5.469297346,S3,MS21,85.8,85.1,3
85.82811,3.454968212,3.010521868,S3,MS21,85.8,85.1,3
85.83677,2.574081483,3.965403953,S3,MS21,85.8,85.1,3
85.84536,2.494472457,5.653374453,S3,MS21,85.8,85.1,3
85.85388,3.581541002,3.306115117,S3,MS21,85.8,85.1,3
85.8624,3.220921063,3.728932963,S3,MS21,85.8,85.1,3
85.87092,2.625362036,3.718132673,S3,MS21,85.8,85.1,3
85.87944,3.817605175,3.849748818,S3,MS21,85.8,85.1,3
85.88802,3.834277822,4.049066181,S3,MS21,85.8,85.1,3
85.89666,2.984099587,3.757808643,S3,MS21,85.8,85.1,3
85.9053,3.489128337,3.082375138,S3,MS21,85.8,85.1,3
85.91394,4.450674217,3.218219598,S3,MS21,85.8,85.1,3
85.92258,4.467263037,3.677480869,S3,MS21,85.8,85.1,3
85.93122,2.915279823,4.303018811,S3,MS21,85.8,85.1,3
85.93986,3.541788508,3.933403152,S3,MS21,85.8,85.1,3
85.9485,3.800496327,4.836945984,S3,MS21,85.8,85.1,3
85.95714,3.798895396,4.54390175,S3,MS21,85.8,85.1,3
85.96578,3.32337849,3.66527393,S3,MS21,85.8,85.1,3
85.97443,2.331952532,3.483808122,S3,MS21,85.8,85.1,3
85.98309,3.54929723,5.110200571,S3,MS21,85.8,85.1,3
85.99175,3.349365325,4.523100143,S3,MS21,85.8,85.1,3
86.00041,4.815632301,1.993956632,S3,MS21,85.8,85.1,3
86.00907,4.559410551,3.459196486,S3,MS21,85.8,85.1,3
86.01771,3.419158848,2.405668218,S3,MS21,85.8,85.1,3
86.02633,2.012508988,3.553789606,S3,MS21,85.8,85.1,3
86.03495,3.790367728,2.502831196,S3,MS21,85.8,85.1,3
86.04357,3.979360129,2.571140208,S3,MS21,85.8,85.1,3
86.05219,2.590308117,2.205587434,S3,MS21,85.8,85.1,3
86.06086,2.611796492,2.920265199,S3,MS21,85.8,85.1,3
86.06958,3.210824663,3.015780143,S3,MS21,85.8,85.1,3
86.0783,2.697256816,2.538687023,S3,MS21,85.8,85.1,3
86.08702,2.751253538,3.305550156,S3,MS21,85.8,85.1,3
86.09574,3.378360518,4.11833073,S3,MS21,85.8,85.1,3
86.10441,3.445807366,2.995156441,S3,MS21,85.8,85.1,3
86.11303,2.199288443,3.2890413,S3,MS21,85.8,85.1,3
86.12165,3.457796359,2.674273961,S3,MS21,85.8,85.1,3
86.13027,3.365795569,3.633830768,S3,MS21,85.8,85.1,3
86.13889,5.090952079,2.073529107,S3,MS21,85.8,85.1,3
86.14738,4.154441546,2.892588312,S3,MS21,85.8,85.1,3
86.15574,2.622612821,4.248097824,S3,MS21,85.8,85.1,3
86.1641,1.892454131,2.913729941,S3,MS21,85.8,85.1,3
86.17246,3.419275256,3.840250622,S3,MS21,85.8,85.1,3
86.18082,3.652724834,4.336247721,S3,MS21,85.8,85.1,3
86.18928,2.387257726,4.136743903,S3,MS21,85.8,85.1,3
86.19784,2.541824849,1.582933205,S3,MS21,85.8,85.1,3
86.2064,5.941893329,3.223181706,S3,MS21,85.8,85.1,3
86.21496,4.081760876,3.061358254,S3,MS21,85.8,85.1,3
86.22352,2.67762651,4.892843711,S3,MS21,85.8,85.1,3
86.23217,3.745076102,2.165146937,S3,MS21,85.8,85.1,3
86.24091,2.483369271,2.298775402,S3,MS21,85.8,85.1,3
86.24965,4.591152151,3.699615974,S3,MS21,85.8,85.1,3
86.25839,3.492976731,3.816707886,S3,MS21,85.8,85.1,3
86.26713,2.755846849,3.44805828,S3,MS21,85.8,85.1,3
86.27585,2.988228342,5.163561646,S3,MS21,85.8,85.1,3
86.28455,2.302008312,5.223556383,S3,MS21,85.8,85.1,3
86.29325,2.652439697,2.232743293,S3,MS21,85.8,85.1,3
86.30195,4.188357739,4.552565195,S3,MS21,85.8,85.1,3
86.31065,2.169446152,5.465420903,S3,MS21,85.8,85.1,3
86.31929,2.101826344,2.753950072,S3,MS21,85.8,85.1,3
86.32787,2.828045198,4.352137232,S3,MS21,85.8,85.1,3
86.33645,3.547319674,2.464730529,S3,MS21,85.8,85.1,3
86.34503,2.965975378,4.402777102,S3,MS21,85.8,85.1,3
86.35361,3.422263612,4.330484668,S3,MS21,85.8,85.1,3
86.36224,2.346642553,2.361117197,S3,MS21,85.8,85.1,3
86.37092,3.542256548,3.920197473,S3,MS21,85.8,85.1,3
86.3796,2.213855294,5.765595771,S3,MS21,85.8,85.1,3
86.38828,2.97315552,3.28179843,S3,MS21,85.8,85.1,3
86.39696,3.13425627,4.284005671,S3,MS21,85.8,85.1,3
86.40559,2.137640693,2.060758262,S3,MS21,85.8,85.1,3
86.41417,1.652786022,3.546241034,S3,MS21,85.8,85.1,3
86.42275,2.129765744,3.980742996,S3,MS21,85.8,85.1,3
86.43133,3.285449926,4.494289935,S3,MS21,85.8,85.1,3
86.43991,2.83580807,3.315327326,S3,MS21,85.8,85.1,3
86.44857,2.799273918,2.189408134,S3,MS21,85.8,85.1,3
86.45731,3.735275177,2.990116724,S3,MS21,85.8,85.1,3
86.46605,2.246286876,1.950325791,S3,MS21,85.8,85.1,3
86.47479,1.913081733,3.428079065,S3,MS21,85.8,85.1,3
86.48353,2.621373684,5.058986608,S3,MS21,85.8,85.1,3
86.49232,2.670203263,4.390292082,S3,MS21,85.8,85.1,3
86.50116,2.397269891,2.984986529,S3,MS21,85.8,85.1,3
86.51,1.974583419,5.180873951,S3,MS21,85.8,85.1,3
86.51884,2.239152282,2.297609216,S3,MS21,85.8,85.1,3
86.52768,2.971440281,3.118068068,S3,MS21,85.8,85.1,3
86.53645,1.882701588,3.999897082,S3,MS21,85.8,85.1,3
86.54515,1.716107874,3.143518773,S3,MS21,85.8,85.1,3
86.55385,1.737997877,2.316927514,S3,MS21,85.8,85.1,3
86.56255,2.227114036,2.245742057,S3,MS21,85.8,85.1,3
86.57125,3.060926091,1.475089172,S3,MS21,85.8,85.1,3
86.58003,3.654741118,3.400884727,S3,MS21,85.8,85.1,3
86.58889,1.305197441,2.025145243,S3,MS21,85.8,85.1,3
86.59775,2.048220573,2.161794327,S3,MS21,85.8,85.1,3
86.60661,2.517594237,1.810624951,S3,MS21,85.8,85.1,3
86.61547,3.358413245,2.060026072,S3,MS21,85.8,85.1,3
86.62424,1.8956381,3.012205842,S3,MS21,85.8,85.1,3
86.63292,1.074549883,2.611984048,S3,MS21,85.8,85.1,3
86.6416,2.589251292,3.189772603,S3,MS21,85.8,85.1,3
86.65028,2.042118488,2.604553181,S3,MS21,85.8,85.1,3
86.65896,2.03877049,2.725597693,S3,MS21,85.8,85.1,3
86.66763,2.837475478,3.615246565,S3,MS21,85.8,85.1,3
86.67629,1.292240126,2.952879029,S3,MS21,85.8,85.1,3
86.68495,2.364662362,3.005093799,S3,MS21,85.8,85.1,3
86.69361,2.114631464,2.288572451,S3,MS21,85.8,85.1,3
86.70227,2.883113915,4.105297542,S3,MS21,85.8,85.1,3
86.71096,2.852071295,2.942230096,S3,MS21,85.8,85.1,3
86.71968,2.049592361,2.342606524,S3,MS21,85.8,85.1,3
86.7284,2.481420925,3.310874964,S3,MS21,85.8,85.1,3
86.73712,2.183756254,3.457148846,S3,MS21,85.8,85.1,3
86.74584,2.737237014,1.722413697,S3,MS21,85.8,85.1,3
86.75452,2.538692399,2.143451496,S3,MS21,85.8,85.1,3
86.76316,1.951956477,2.743044063,S3,MS21,85.8,85.1,3
86.7718,1.608879305,2.127571125,S3,MS21,85.8,85.1,3
86.78044,1.763803777,2.883474573,S3,MS21,85.8,85.1,3
86.78908,1.762055214,3.928612903,S3,MS21,85.8,85.1,3
86.79768,2.318587462,3.158054966,S3,MS21,85.8,85.1,3
86.80624,2.533264472,4.371668461,S3,MS21,85.8,85.1,3
86.8148,4.039577385,4.207324066,S3,MS21,85.8,85.1,3
86.82336,2.108999558,3.384517875,S3,MS21,85.8,85.1,3
86.83192,2.675438284,2.589799767,S3,MS21,85.8,85.1,3
86.84062,1.929412032,3.49599892,S3,MS21,85.8,85.1,3
86.84946,2.138010761,3.216820098,S3,MS21,85.8,85.1,3
86.8583,2.323823443,4.708189921,S3,MS21,85.8,85.1,3
86.86714,2.520338038,3.63238553,S3,MS21,85.8,85.1,3
86.87598,1.392727612,2.901795228,S3,MS21,85.8,85.1,3
86.88483,2.248207003,3.421370596,S3,MS21,85.8,85.1,3
86.89369,2.384188096,4.862161612,S3,MS21,85.8,85.1,3
86.90255,1.425449231,2.400562334,S3,MS21,85.8,85.1,3
86.91141,3.200395916,2.64104136,S3,MS21,85.8,85.1,3
86.92027,2.18076042,3.065271418,S3,MS21,85.8,85.1,3
86.92922,1.467439977,2.793480907,S3,MS21,85.8,85.1,3
86.93826,2.170396592,2.253508964,S3,MS21,85.8,85.1,3
86.9473,1.728621452,2.841323189,S3,MS21,85.8,85.1,3
86.95634,2.998355527,3.477772683,S3,MS21,85.8,85.1,3
86.96538,1.839623413,2.186380625,S3,MS21,85.8,85.1,3
86.97426,2.126731482,3.402937666,S3,MS21,85.8,85.1,3
86.98298,2.083653825,2.222321856,S3,MS21,85.8,85.1,3
86.9917,3.048293435,2.621878359,S3,MS21,85.8,85.1,3
