Age [ka BP],Depth [m],Al [ppm],Ba [ppm],Mo [ppm],Ti [ppm],U [ppm]
87.849,6.824,76038,201,1,6561,2
87.861,6.825,73672,237,2,6344,4
87.873,6.826,74391,225,2,6520,3
87.885,6.827,73811,172,1,6559,3
87.897,6.828,73884,230,2,6384,4
87.909,6.829,72117,206,2,6321,3
87.921,6.830,74071,164,2,6370,2
87.933,6.831,72997,189,2,6311,2
87.945,6.832,73904,195,2,6454,3
87.957,6.833,75835,146,1,6586,2
87.969,6.834,76075,207,2,6502,2
87.981,6.835,75430,200,2,6459,2
87.993,6.836,74327,154,2,6397,3
88.005,6.837,74466,186,2,6327,2
88.017,6.838,74334,160,2,6365,1
88.029,6.839,74105,136,1,6581,1
88.041,6.840,73302,147,2,6319,2
88.053,6.841,74894,154,2,6624,2
88.065,6.842,73056,163,1,6297,1
88.077,6.843,76173,174,1,6410,2
88.089,6.844,76041,212,2,6451,2
88.101,6.845,74493,202,2,6454,1
88.113,6.846,74385,142,1,6549,1
88.125,6.847,75698,167,1,6447,2
88.139,6.848,75538,190,1,6208,3
88.155,6.849,75334,216,2,6222,1
88.172,6.850,74545,171,2,6262,1
88.188,6.851,75035,152,1,6263,1
88.205,6.852,74118,159,1,6214,2
88.223,6.853,72917,169,1,6139,2
88.244,6.854,73975,171,2,6450,1
88.265,6.855,74714,161,2,6259,2
88.286,6.856,74630,162,1,6263,1
88.307,6.857,75484,168,1,6256,2
88.328,6.858,74336,201,2,6111,2
88.349,6.859,74820,197,2,6325,1
88.370,6.860,74493,188,2,6153,1
88.391,6.861,73785,215,1,6284,2
88.412,6.862,74254,203,2,6205,2
88.433,6.863,75464,196,1,6323,2
88.454,6.864,73016,157,2,6336,1
88.475,6.865,73317,166,2,6295,1
88.495,6.866,76034,167,1,6269,2
88.516,6.867,74586,214,1,6170,1
88.537,6.868,74791,172,2,6391,1
88.557,6.869,73871,161,1,6280,1
88.578,6.870,74568,200,2,6217,1
88.599,6.871,74419,138,1,6429,1
88.620,6.872,74674,127,1,6436,2
88.641,6.873,74574,143,1,6370,1
88.662,6.874,75038,199,2,6278,2
88.682,6.875,74941,160,2,6494,1
88.703,6.876,76052,216,1,6316,2
88.724,6.877,76960,203,1,6537,1
88.744,6.878,75388,201,2,6247,3
88.765,6.879,77037,163,1,6456,2
88.785,6.880,74607,186,1,6409,1
88.805,6.881,75521,194,1,6429,2
88.826,6.882,75139,179,1,6318,3
88.846,6.883,75732,149,2,6433,2
88.866,6.884,76917,175,2,6380,1
88.887,6.885,75216,140,1,6415,2
88.907,6.886,73109,150,2,6394,1
88.927,6.887,75392,191,1,6332,1
88.948,6.888,77217,195,1,6271,2
88.968,6.889,75679,175,1,6324,1
88.988,6.890,75983,221,2,6151,3
89.008,6.891,76068,207,2,6278,1
89.028,6.892,74730,166,2,6398,1
89.049,6.893,75147,214,2,6288,1
89.069,6.894,73995,144,2,6293,1
89.089,6.895,73664,145,1,6378,1
89.109,6.896,75179,213,2,6062,2
89.130,6.897,73411,229,2,6045,1
89.150,6.898,74208,202,2,6256,1
89.170,6.899,73017,152,1,6162,1
89.190,6.900,74133,197,2,6133,2
89.211,6.901,73707,179,1,6142,1
89.231,6.902,71790,179,2,6124,1
89.251,6.903,72886,182,1,6045,2
89.271,6.904,71866,142,1,5980,1
89.291,6.905,72952,186,1,5961,2
89.312,6.906,73088,182,1,6059,2
89.332,6.907,72665,169,2,6079,2
89.352,6.908,71664,175,1,5898,1
89.372,6.909,70465,168,2,5969,2
89.393,6.910,65600,137,2,5907,1
89.413,6.911,69276,193,2,5651,2
89.433,6.912,70935,222,1,5716,1
89.454,6.913,70388,149,1,5835,1
89.475,6.914,69610,156,1,5769,1
89.495,6.915,68019,147,1,5740,1
89.516,6.916,66934,197,2,5622,1
89.536,6.917,67243,153,1,5755,1
89.557,6.918,66422,132,1,5735,2
89.577,6.919,69017,156,2,5990,2
89.597,6.920,67082,185,1,5697,1
89.617,6.921,64730,160,1,5526,1
89.638,6.922,67522,168,1,5616,1
89.658,6.923,64655,144,2,5718,1
89.678,6.924,66270,171,1,5510,1
89.698,6.925,66436,197,1,5515,1
89.719,6.926,66290,159,1,5498,1
89.739,6.927,64413,207,1,5400,2
89.760,6.928,65319,138,1,5445,2
89.780,6.929,64342,159,1,5424,1
89.801,6.930,62701,208,2,5249,2
89.821,6.931,64773,177,1,5296,2
89.841,6.932,65833,147,2,5699,2
89.862,6.933,65328,141,2,5438,2
89.882,6.934,63904,118,2,5428,2
89.903,6.935,64257,153,1,5449,2
89.923,6.936,65537,169,2,5421,2
89.944,6.937,65855,162,2,5344,2
89.964,6.938,64526,180,1,5352,1
89.984,6.939,64578,170,1,5236,1
90.003,6.940,65737,173,3,5417,2
90.023,6.941,61942,157,2,5078,1
90.043,6.942,59490,154,1,4987,1
90.063,6.943,58364,139,1,4948,1
90.083,6.944,57592,168,1,4634,1
90.103,6.945,55037,168,1,4615,2
90.123,6.946,55237,129,1,4598,3
90.143,6.947,56322,196,1,4584,2
90.163,6.948,54479,173,1,4533,3
90.183,6.949,54177,136,2,4576,1
90.203,6.950,53242,134,1,4493,2
90.223,6.951,52246,161,1,4404,1
90.243,6.952,52873,167,1,4349,2
90.263,6.953,52194,149,1,4524,1
90.284,6.954,53411,137,2,4619,1
90.305,6.955,54608,173,2,4744,1
90.326,6.956,53503,127,1,4732,2
90.346,6.957,53159,149,1,4563,2
90.367,6.958,52973,115,1,4645,1
90.387,6.959,52213,93,2,4597,1
90.407,6.960,52246,120,2,4540,1
90.427,6.961,52278,140,1,4400,2
90.448,6.962,53506,154,1,4603,2
90.468,6.963,54008,163,1,4424,3
90.489,6.964,52408,110,2,4533,1
90.510,6.965,52177,155,1,4512,1
90.531,6.966,54710,114,1,4651,1
90.551,6.967,52672,160,1,4503,1
90.572,6.968,52947,133,1,4635,2
90.592,6.969,52605,171,2,4631,1
90.612,6.970,52381,148,1,4518,2
90.632,6.971,53527,151,2,4544,2
90.652,6.972,53120,152,2,4711,1
90.672,6.973,53700,172,2,4526,2
90.692,6.974,52645,141,1,4555,2
90.713,6.975,52079,127,1,4587,1
90.733,6.976,51748,147,1,4581,2
90.753,6.977,49884,149,1,4492,2
90.773,6.978,49665,156,1,4227,1
90.794,6.979,49751,133,1,4567,1
90.814,6.980,52422,157,3,4493,4
90.835,6.981,49810,132,1,4402,1
90.855,6.982,51604,164,1,4541,2
90.876,6.983,50500,204,1,4407,1
90.896,6.984,50981,119,1,4641,2
90.916,6.985,49429,148,1,4391,2
90.936,6.986,50078,169,1,4408,1
90.956,6.987,52623,181,1,4290,2
90.976,6.988,49463,129,1,4503,2
90.996,6.989,50937,138,1,4497,2
91.016,6.990,50727,160,1,4454,2
91.037,6.991,51524,162,1,4542,2
91.057,6.992,49875,132,1,4479,0
91.077,6.993,51008,146,2,4450,1
91.097,6.994,52599,131,1,4762,2
91.117,6.995,51506,126,1,4520,0
91.137,6.996,52416,143,1,4427,2
91.158,6.997,52996,145,2,4826,2
91.178,6.998,51083,142,1,4447,1
91.198,6.999,52239,119,1,4535,2
91.218,7.000,52838,182,1,4562,2
91.239,7.001,52693,133,2,4702,2
91.259,7.002,50600,128,1,4496,1
91.279,7.003,54067,164,1,4665,1
91.300,7.004,52165,130,1,4696,1
91.320,7.005,52941,130,1,4806,1
91.340,7.006,51850,135,1,4652,2
91.361,7.007,51685,133,2,4700,1
91.381,7.008,52044,162,2,4602,2
91.402,7.009,52182,114,1,4574,1
91.423,7.010,51641,104,1,4795,1
91.443,7.011,53053,157,1,4587,2
91.464,7.012,53563,169,1,4671,2
91.485,7.013,53042,150,2,4743,1
91.505,7.014,51788,143,1,4520,2
91.525,7.015,52346,106,1,4703,2
91.545,7.016,50377,137,2,4512,2
91.565,7.017,54314,138,1,4781,3
91.586,7.018,53518,148,1,4870,2
91.607,7.019,53675,176,1,4671,2
91.627,7.020,54817,121,1,4833,2
91.648,7.021,52661,144,1,4595,1
91.669,7.022,52843,166,1,4637,3
91.689,7.023,54146,105,2,5141,1
91.710,7.024,52751,145,2,4684,1
91.731,7.025,52027,121,1,4766,1
91.751,7.026,52672,171,1,4663,1
91.772,7.027,54903,174,2,4873,1
91.792,7.028,54346,168,1,4885,1
91.813,7.029,53708,147,2,4898,1
91.834,7.030,55059,134,1,4864,1
91.854,7.031,56006,150,1,4887,1
91.875,7.032,54714,183,1,4646,1
91.895,7.033,55881,180,1,4833,1
91.916,7.034,57236,148,2,4844,2
91.936,7.035,53968,124,1,4751,1
91.956,7.036,52057,91,1,4703,1
91.976,7.037,53660,189,1,4608,2
91.997,7.038,55128,177,1,4790,2
92.017,7.039,54915,161,1,4798,1
92.038,7.040,53665,150,1,4732,1
92.058,7.041,53427,145,1,4736,1
92.078,7.042,54093,128,1,4872,1
92.099,7.043,54421,154,1,4841,2
92.119,7.044,56535,168,1,4919,3
92.139,7.045,55754,159,1,4776,1
92.160,7.046,55053,158,1,4803,2
92.180,7.047,55647,197,1,4754,2
92.201,7.048,56288,179,1,4866,2
92.221,7.049,56537,156,1,4944,1
92.242,7.050,57409,160,1,4970,1
92.263,7.051,60247,180,1,5148,2
92.284,7.052,57903,154,1,5011,1
92.305,7.053,56413,146,1,4894,1
92.326,7.054,57139,154,1,5023,2
92.347,7.055,59676,195,2,5166,3
92.368,7.056,59559,191,1,5034,2
92.389,7.057,58475,163,1,5061,3
92.410,7.058,59904,208,2,5143,3
92.431,7.059,60533,189,2,5198,2
92.452,7.060,60121,152,1,5300,2
92.473,7.061,60679,181,1,5051,1
92.494,7.062,61264,149,1,5281,1
92.515,7.063,61096,181,1,5201,1
92.536,7.064,62187,199,1,5140,1
92.557,7.065,62083,186,2,5362,2
92.578,7.066,63575,181,2,5335,1
92.598,7.067,63452,180,1,5345,2
92.619,7.068,62488,170,1,5342,1
92.640,7.069,64179,173,1,5543,1
92.661,7.070,64441,172,1,5386,2
92.682,7.071,63274,201,1,5318,2
92.703,7.072,64222,187,1,5438,1
92.724,7.073,67620,185,1,5598,1
92.745,7.074,71026,192,1,5854,3
92.765,7.075,68556,209,1,5771,2
92.786,7.076,69087,176,2,5826,2
92.807,7.077,70228,201,1,5633,2
92.828,7.078,70526,184,2,5805,2
92.849,7.079,68777,123,2,5931,1
92.869,7.080,69537,239,1,5709,3
92.890,7.081,68462,220,2,5867,2
92.911,7.082,69686,189,1,5896,2
92.932,7.083,71205,221,2,6002,2
92.953,7.084,71443,238,2,6061,2
92.974,7.085,72478,185,1,6130,2
92.995,7.086,68958,166,2,5989,1
93.016,7.087,70701,170,1,6140,2
93.037,7.088,70468,187,3,6188,2
93.057,7.089,74515,201,2,6301,2
93.077,7.090,72814,171,1,6223,1
93.098,7.091,72441,206,3,6385,3
93.118,7.092,73414,216,2,6276,2
93.139,7.093,71272,216,2,6089,3
93.159,7.094,70324,199,1,6032,2
93.180,7.095,73233,202,2,6194,2
93.200,7.096,73436,195,2,6155,1
93.221,7.097,72486,209,1,6125,2
93.242,7.098,72694,204,2,5950,2
93.262,7.099,73864,198,1,6196,2
93.283,7.100,73305,208,2,6137,2
93.303,7.101,75074,151,2,6419,2
93.324,7.102,74682,182,2,6372,2
93.345,7.103,76283,192,2,6316,2
93.366,7.104,75241,179,2,6189,2
93.387,7.105,77377,206,1,6344,3
93.408,7.106,74672,174,2,6323,2
93.430,7.107,76600,188,2,6452,1
93.450,7.108,76712,216,2,6457,2
93.471,7.109,76623,182,1,6493,3
93.492,7.110,76586,137,2,6503,1
93.513,7.111,76591,183,1,6372,2
93.534,7.112,78335,205,1,6388,2
93.554,7.113,76331,201,2,6220,1
93.575,7.114,76235,141,1,6722,2
93.596,7.115,77311,141,1,6679,2
93.616,7.116,75682,178,2,6359,1
93.637,7.117,76552,203,2,6461,3
93.658,7.118,76996,247,2,6392,4
93.679,7.119,76241,189,3,6639,3
93.700,7.120,77502,204,2,6350,2
93.721,7.121,79351,228,2,6498,1
93.741,7.122,77399,188,2,6601,2
93.763,7.123,78542,233,2,6436,1
93.784,7.124,79300,182,1,6472,2
93.805,7.125,78358,167,2,6574,2
93.826,7.126,78461,213,2,6564,2
93.847,7.127,78331,199,2,6576,2
93.868,7.128,79622,267,2,6394,2
93.889,7.129,80212,217,1,6572,1
93.909,7.130,81087,197,1,6743,1
93.930,7.131,80889,187,1,6512,1
93.950,7.132,80674,243,1,6383,1
93.971,7.133,81792,195,1,6677,1
93.991,7.134,81822,207,2,6410,2
94.012,7.135,79681,176,2,6535,2
94.032,7.136,81432,161,2,6519,1
94.053,7.137,80997,151,2,6615,2
94.074,7.138,80070,247,2,6358,2
94.094,7.139,80623,205,2,6367,2
94.115,7.140,81075,191,2,6508,1
94.136,7.141,78829,210,2,6520,2
94.157,7.142,79983,205,2,6548,2
94.177,7.143,79802,172,1,6561,2
94.198,7.144,81107,157,1,6620,2
94.219,7.145,82032,155,2,6518,2
94.240,7.146,79719,178,2,6314,1
94.260,7.147,81809,193,2,6535,2
94.281,7.148,80412,141,2,6653,2
94.301,7.149,81829,169,1,6613,2
94.322,7.150,82472,185,1,6384,1
94.342,7.151,81702,181,1,6435,2
94.363,7.152,79426,171,2,6363,2
94.382,7.153,80677,166,2,6477,2
94.402,7.154,81112,156,1,6444,2
94.421,7.155,81112,177,2,6667,2
94.441,7.156,80835,207,2,6488,3
94.460,7.157,81606,172,1,6620,2
94.480,7.158,79458,166,2,6831,3
94.499,7.159,79861,191,1,6786,2
94.519,7.160,80285,180,2,6725,3
94.539,7.161,80021,186,2,6572,3
94.558,7.162,80316,174,3,6547,3
94.578,7.163,80754,173,2,6701,2
94.598,7.164,77957,217,2,6677,2
94.618,7.165,79466,194,2,6806,3
94.638,7.166,79007,179,2,6912,2
94.657,7.167,77633,175,2,6723,4
94.677,7.168,76566,163,2,6606,2
94.697,7.169,77690,212,2,6793,3
94.717,7.170,77149,168,2,6658,2
94.737,7.171,77043,167,2,6893,2
94.757,7.172,76983,184,2,6696,3
94.777,7.173,76244,213,2,6542,2
94.797,7.174,77778,157,1,6771,3
94.817,7.175,76932,215,2,6526,2
94.837,7.176,74160,166,3,6517,2
94.857,7.177,75228,190,2,6524,5
94.877,7.178,75069,201,2,6633,2
94.897,7.179,76363,211,2,6632,3
94.916,7.180,76045,202,2,6597,2
94.936,7.181,76428,145,2,6646,2
94.955,7.182,78026,211,2,6487,3
94.975,7.183,77240,168,1,6569,2
94.994,7.184,78231,181,2,6580,2
95.014,7.185,80112,199,2,6598,2
95.034,7.186,81868,218,2,6530,4
95.053,7.187,80380,207,2,6624,3
95.073,7.188,80770,149,2,6766,1
95.093,7.189,80811,165,2,6734,3
95.113,7.190,83415,170,3,6744,3
95.133,7.191,86099,208,1,6598,3
95.153,7.192,85679,163,2,6816,3
95.173,7.193,84745,160,2,6868,1
95.192,7.194,86607,172,2,6816,3
95.212,7.195,86082,262,2,6618,2
95.232,7.196,87477,221,3,6826,4
95.252,7.197,88048,173,2,7017,2
95.272,7.198,87713,185,2,6930,3
95.292,7.199,85992,223,2,6737,3
95.312,7.200,84648,171,2,7042,3
95.333,7.201,85417,182,3,6940,2
95.353,7.202,84987,141,2,6877,3
95.373,7.203,88077,215,2,6823,3
95.394,7.204,86725,185,2,6854,2
95.414,7.205,85552,142,3,6958,2
95.435,7.206,85274,196,2,6687,3
95.455,7.207,84748,189,3,6951,3
95.476,7.208,86021,196,3,6838,4
95.497,7.209,85281,202,2,6764,2
95.518,7.210,86406,178,2,6823,3
95.539,7.211,85438,183,3,6784,4
95.560,7.212,84136,175,2,6598,3
95.581,7.213,81134,209,2,6646,3
95.601,7.214,83130,186,2,6609,2
95.622,7.215,84169,158,2,6751,2
95.642,7.216,83436,182,2,6765,2
95.662,7.217,85371,165,3,6987,4
95.683,7.218,85219,211,3,6628,4
95.704,7.219,88053,161,2,6941,4
95.726,7.220,85639,240,3,6710,3
95.747,7.221,86078,183,2,6671,3
95.768,7.222,86168,130,3,6864,2
95.789,7.223,84142,173,3,6579,2
95.810,7.224,84036,210,3,6700,4
95.831,7.225,85724,204,2,6610,3
95.852,7.226,85669,244,4,6514,4
95.873,7.227,87160,198,2,6672,7
95.894,7.228,85717,234,4,6671,5
95.915,7.229,87716,202,2,6801,3
95.936,7.230,88945,207,2,6733,4
95.957,7.231,87664,156,3,6916,3
95.979,7.232,87731,194,3,6738,3
95.999,7.233,86390,160,2,6865,3
96.020,7.234,84733,196,3,6623,4
96.040,7.235,86384,188,1,6587,2
96.061,7.236,79867,173,2,6291,3
96.081,7.237,83333,192,2,6523,3
96.102,7.238,85610,180,3,6751,3
96.123,7.239,86393,177,2,6677,4
96.144,7.240,87420,171,2,6722,2
96.165,7.241,86162,202,3,6583,3
96.186,7.242,90433,193,3,7119,2
96.207,7.243,89100,239,3,6882,2
96.229,7.244,88574,141,4,6977,2
96.250,7.245,87238,194,4,6801,4
96.271,7.246,89990,267,4,7853,5
96.292,7.247,90541,219,2,6903,3
96.313,7.248,89054,195,4,6921,3
96.334,7.249,89520,152,2,7044,4
96.354,7.250,86394,151,4,6914,2
96.375,7.251,85849,253,3,6663,1
96.396,7.252,88316,157,2,7045,2
96.416,7.253,88849,219,2,6786,3
96.438,7.254,89885,174,3,6935,3
96.459,7.255,88235,172,3,6947,2
96.480,7.256,90797,263,4,6883,5
96.501,7.257,90389,207,3,6815,3
96.522,7.258,91671,188,2,7036,3
96.543,7.259,89943,158,3,7097,4
96.564,7.260,90502,160,4,7219,3
96.585,7.261,90005,212,2,6833,3
96.606,7.262,91831,207,2,7024,3
96.627,7.263,88642,165,3,6926,2
96.649,7.264,90047,197,3,6851,3
96.670,7.265,88675,177,2,6905,3
96.691,7.266,86038,171,3,6700,3
96.713,7.267,87906,248,4,6548,6
96.734,7.268,83896,246,3,6470,3
96.755,7.269,88280,150,3,6851,3
96.775,7.270,91251,190,3,6983,3
96.796,7.271,90065,237,3,6789,4
96.817,7.272,89722,172,4,7229,3
96.838,7.273,88995,185,2,6795,3
96.859,7.274,90982,158,3,7135,3
96.880,7.275,88597,163,4,7030,2
96.901,7.276,90350,164,3,7014,4
96.922,7.277,91149,152,3,6977,3
96.943,7.278,88165,174,3,6994,3
96.964,7.279,88009,166,2,6848,3
96.985,7.280,89131,158,1,6981,3
97.006,7.281,89136,160,5,6950,5
97.027,7.282,88330,158,4,7151,4
97.048,7.283,89348,219,3,6803,5
97.069,7.284,90004,164,3,6944,3
97.090,7.285,91719,154,3,7216,4
97.110,7.286,90054,147,3,7159,3
97.131,7.287,91176,182,1,7081,4
97.152,7.288,89019,178,2,6847,3
97.173,7.289,87794,152,3,7078,4
97.194,7.290,89450,193,3,6961,4
97.215,7.291,89243,180,3,6961,2
97.236,7.292,88483,143,3,6972,4
97.256,7.293,88203,175,3,6836,5
97.277,7.294,89220,150,3,7032,4
97.298,7.295,87571,178,2,6783,3
97.319,7.296,87075,189,2,6371,3
97.339,7.297,87843,304,4,6530,4
97.360,7.298,89201,207,3,6892,5
97.381,7.299,87183,250,4,6693,3
97.402,7.300,89227,225,2,6682,3
97.423,7.301,89165,172,2,6851,2
97.444,7.302,90031,175,3,6740,4
97.464,7.303,88442,172,2,6779,4
97.483,7.304,89372,169,3,6682,2
97.503,7.305,89967,290,5,6714,5
97.522,7.306,87902,186,1,6778,2
97.542,7.307,85070,205,2,6503,2
97.561,7.308,87318,221,2,6802,4
97.581,7.309,87867,183,2,6866,4
97.601,7.310,89819,174,3,6904,3
97.621,7.311,89476,195,3,6962,2
97.641,7.312,90016,214,2,6800,4
97.661,7.313,88576,192,2,6931,3
97.682,7.314,88211,143,3,6944,4
97.702,7.315,88692,251,4,6786,2
97.722,7.316,88590,206,3,6825,4
97.743,7.317,86800,168,4,6764,3
97.763,7.318,89002,229,3,6749,4
97.783,7.319,89484,239,5,6885,5
97.803,7.320,90075,233,2,6881,5
97.823,7.321,89475,248,4,6716,5
97.843,7.322,89952,230,2,6637,5
97.863,7.323,90813,212,3,6941,5
97.883,7.324,90479,262,3,6628,5
97.903,7.325,91495,187,3,6886,4
97.923,7.326,93094,209,3,6947,5
97.943,7.327,90152,200,3,6773,4
97.963,7.328,89693,215,4,6867,3
97.983,7.329,90331,189,2,6869,2
98.003,7.330,92746,135,2,7031,3
98.023,7.331,92029,239,3,6691,4
98.043,7.332,91612,160,3,7081,4
98.063,7.333,91308,199,3,6852,5
98.083,7.334,91719,171,3,7030,4
98.104,7.335,90813,232,3,6770,4
98.124,7.336,91555,181,2,7007,5
98.144,7.337,91164,178,3,6748,2
98.165,7.338,90480,224,3,6632,4
98.185,7.339,91587,186,5,6888,5
98.205,7.340,89938,149,3,6976,5
98.225,7.341,89311,219,2,6634,3
98.246,7.342,90563,236,3,6736,6
98.266,7.343,88515,229,4,6600,3
98.287,7.344,90362,188,2,6882,2
98.307,7.345,88852,154,2,6835,3
98.328,7.346,90201,226,3,6797,5
98.348,7.347,90207,161,4,6985,3
98.369,7.348,88159,198,3,6572,5
98.389,7.349,88048,236,4,6776,4
98.409,7.350,89691,115,4,7080,2
98.429,7.351,89893,165,3,7021,3
98.449,7.352,91524,192,2,6984,4
98.470,7.353,89038,193,3,6851,4
98.490,7.354,89071,144,3,6964,4
98.510,7.355,89452,199,3,6711,7
98.530,7.356,87239,171,3,6903,2
98.550,7.357,86874,210,4,6836,3
98.570,7.358,89138,198,3,6887,4
98.590,7.359,88326,176,5,7050,3
98.610,7.360,88729,225,3,6781,5
98.630,7.361,88734,209,3,6790,6
98.650,7.362,87793,198,3,6954,4
98.670,7.363,89563,200,2,6889,5
98.691,7.364,87552,185,3,6821,3
98.711,7.365,85171,179,4,6777,4
98.732,7.366,88597,161,4,7117,4
98.752,7.367,88692,163,3,6997,7
98.773,7.368,87018,240,4,6768,5
98.793,7.369,88021,191,3,6743,6
98.813,7.370,87245,197,3,6773,4
98.833,7.371,87293,210,3,6717,3
98.854,7.372,86140,156,2,6797,4
98.874,7.373,87507,252,3,6596,6
98.894,7.374,85970,171,2,6698,3
98.914,7.375,86138,230,3,6795,5
98.935,7.376,84429,200,3,6607,4
98.955,7.377,80845,162,3,6390,2
98.975,7.378,84285,188,3,6706,2
98.996,7.379,87064,226,2,6607,5
99.016,7.380,87937,192,2,6692,1
99.037,7.381,89692,201,3,6668,3
99.057,7.382,88068,238,4,6609,5
99.078,7.383,87221,187,2,6553,3
99.098,7.384,87359,178,3,6399,3
99.119,7.385,87355,243,3,6456,3
99.139,7.386,85037,203,3,6320,2
99.160,7.387,85428,170,3,6548,4
99.180,7.388,86371,134,3,6829,2
99.201,7.389,89846,265,2,6445,2
99.221,7.390,89336,216,3,6666,4
99.241,7.391,87120,271,3,6497,4
99.262,7.392,89357,269,3,6575,3
99.282,7.393,90208,250,4,6578,5
99.302,7.394,86478,286,4,6344,6
99.323,7.395,88308,251,3,6619,4
99.343,7.396,87332,330,4,6520,4
99.363,7.397,88190,324,4,6488,6
99.384,7.398,88092,299,4,6646,6
99.404,7.399,88824,213,3,6596,3
99.424,7.400,88349,226,3,6474,3
99.444,7.401,87903,232,5,6563,6
99.464,7.402,87663,232,2,6382,3
99.483,7.403,87078,209,4,6510,5
99.503,7.404,88783,208,2,6543,5
99.522,7.405,88354,201,3,6676,5
99.542,7.406,87460,289,3,6398,4
99.561,7.407,84243,247,3,6409,7
99.580,7.408,84933,260,2,6647,5
99.600,7.409,82432,187,4,6586,3
99.619,7.410,83043,272,3,6375,4
99.639,7.411,83457,248,3,6511,3
99.658,7.412,84471,174,2,6597,5
99.678,7.413,83738,228,3,6545,3
99.698,7.414,87405,242,2,6471,3
99.718,7.415,86849,210,3,6596,4
99.737,7.416,87431,249,2,6498,3
99.757,7.417,86747,221,3,6614,2
99.777,7.418,88640,224,3,6731,3
99.796,7.419,88009,241,3,6661,5
99.816,7.420,86391,227,3,6572,4
99.835,7.421,87947,234,2,6485,4
99.854,7.422,88858,228,3,6613,4
99.874,7.423,88795,207,3,6691,5
99.894,7.424,87382,207,2,6711,3
99.914,7.425,88861,259,3,6643,5
99.933,7.426,87627,230,3,6655,4
99.953,7.427,88567,144,3,6992,4
99.973,7.428,88447,197,3,6795,3
99.993,7.429,88598,207,3,6569,5
100.013,7.430,88092,218,3,6629,4
100.033,7.431,86349,226,2,6546,2
100.053,7.432,88366,207,2,6721,4
100.073,7.433,87705,220,2,6617,5
100.092,7.434,88996,227,3,6685,7
100.112,7.435,86170,254,4,6452,4
100.131,7.436,87691,263,3,6643,5
100.151,7.437,86898,234,3,6616,4
100.170,7.438,86554,298,3,6456,3
100.190,7.439,86420,249,4,6642,6
100.210,7.440,88225,271,2,6513,6
100.229,7.441,87398,223,4,6526,8
100.249,7.442,85571,289,4,6462,4
100.269,7.443,86432,195,4,6560,3
100.289,7.444,87048,237,3,6425,4
100.308,7.445,86796,329,3,6291,4
100.328,7.446,85813,234,3,6482,4
100.348,7.447,85986,217,2,6513,4
100.368,7.448,86140,219,3,6353,4
100.388,7.449,87545,203,3,6575,4
100.408,7.450,88327,224,2,6628,4
100.428,7.451,85651,255,5,6463,8
100.448,7.452,86751,269,3,6484,7
100.469,7.453,88801,214,3,6746,5
100.489,7.454,86734,199,9,6783,6
100.510,7.455,89052,245,9,6073,3
100.531,7.456,90239,234,5,6289,3
100.552,7.457,89434,216,6,6601,7
100.572,7.458,88644,250,3,6540,5
100.593,7.459,89001,192,2,6893,3
100.614,7.460,88033,234,4,6604,6
100.634,7.461,87261,231,4,6560,5
100.655,7.462,88780,238,4,6712,4
100.675,7.463,88042,228,4,6621,4
100.696,7.464,88708,183,4,6806,4
100.716,7.465,88768,258,3,6644,8
100.736,7.466,91766,175,4,6961,4
100.757,7.467,89638,174,3,6889,3
100.777,7.468,87738,209,4,6754,6
