,0,1
0,34.558483,0.7129133
1,34.630165,1.5425066
2,34.66047,1.192952
3,34.65075,1.3730874
4,34.626827,1.3164399
5,34.601513,1.116719
6,34.581894,0.8319149
7,34.57794,0.57987684
8,34.547375,1.421506
9,34.51464,1.118897
10,34.48867,0.5058014
11,34.508636,0.29984716
12,34.573486,-0.9830854
13,34.644516,-1.0510807
14,34.67351,-0.7747258
15,34.662773,-0.14476627
16,34.636147,0.029184937
17,34.60779,-0.1780006
18,34.58387,-0.7967273
19,34.556232,0.39884263
20,34.52739,0.48344627
21,34.49654,0.2615801
22,34.47258,0.32555258
23,34.49417,1.3611443
24,34.562027,-0.13137689
25,34.63305,0.5531284
26,34.663067,0.15477219
27,34.653122,0.70598984
28,34.62746,1.0594221
29,34.605988,1.2289293
30,34.578606,1.477897
31,34.550285,0.91169477
32,34.523117,1.3711655
33,34.49321,0.32556647
34,34.46686,0.7610357
35,34.490124,0.78100616
36,34.558315,0.11778724
37,34.627975,1.1839027
38,34.659138,1.2652951
39,34.64829,1.1541791
40,34.631874,0.706269
41,34.634464,0.37325007
42,34.598274,-0.52517724
43,34.568527,0.2880528
44,34.538696,-0.074656874
45,34.506943,-0.46107274
46,34.480183,-0.3939041
47,34.501022,-0.1810509
48,34.569275,-0.6373628
49,34.637547,-0.9388222
50,34.667294,-0.4061244
51,34.662212,-0.47379667
52,34.643356,0.4871337
53,34.640423,0.069297135
54,34.612408,0.3908646
55,34.576942,0.12502253
56,34.544968,-0.17639309
57,34.51088,-0.108121336
58,34.486557,-0.21087486
59,34.505825,-0.8886382
60,34.57173,-0.5548434
61,34.649612,-0.7314052
62,34.67648,-1.315721
63,34.665115,-0.22996008
64,34.642715,0.44665113
65,34.61672,0.09610641
66,34.582897,-0.32619107
67,34.550102,0.60371846
68,34.521656,0.044401556
69,34.492477,0.774203
70,34.47224,0.61738676
71,34.49393,-0.19122335
72,34.560745,-0.56032634
73,34.632004,-0.7306164
74,34.661037,-0.27208152
75,34.64927,0.8475133
76,34.623047,0.59625435
77,34.6012,-0.016899556
78,34.5759,0.10682661
79,34.549206,0.37406236
80,34.520676,0.49001
81,34.48977,1.0135238
82,34.467983,0.97273135
83,34.489174,1.4286929
84,34.558216,0.5490883
85,34.629135,-0.24361214
86,34.65807,0.035856307
87,34.649307,0.32705092
88,34.620647,1.1039695
89,34.594975,0.45190895
90,34.572403,0.58524334
91,34.546616,0.28334218
92,34.52214,0.653062
93,34.490517,0.18246724
94,34.46454,-0.23530412
95,34.48604,0.5861448
96,34.55345,0.006529093
97,34.624767,0.22135657
98,34.65149,0.7775776
99,34.64535,0.8637221
100,34.640587,0.6714422
101,34.620564,0.42926335
102,34.620014,0.70777166
103,34.5715,1.4728404
104,34.612938,1.205816
105,34.555954,0.6318804
106,34.52498,0.9829612
107,34.541206,1.0636314
108,34.602493,0.97493035
109,34.670567,1.4324559
110,34.694965,0.9784633
111,34.64781,0.40883523
112,34.728252,1.0437918
113,34.534836,0.63214904
114,34.262432,0.7186539
115,34.26671,0.8594036
116,34.387924,1.1627845
117,34.373367,0.2575043
118,34.362846,0.59734404
119,34.39278,0.89598536
120,34.469624,0.64726543
121,34.5495,1.2153436
122,34.586044,1.763021
123,34.583168,1.4290501
124,34.567276,1.6684082
125,34.54983,1.7989883
126,34.551247,1.2268538
127,34.52701,0.9780052
128,34.499897,1.0706108
129,34.469936,1.1696844
130,34.44568,1.3729146
131,34.471786,1.135416
132,34.53938,0.73080885
133,34.613995,0.8333502
134,34.644665,1.334867
135,34.636684,1.0887543
136,34.614697,1.6338553
137,34.588436,1.3350892
138,34.56657,1.1814082
139,34.542015,1.1017532
140,34.514767,1.0611147
141,34.48463,1.0630541
142,34.459427,0.6749591
143,34.482365,0.6658958
144,34.549545,1.3704789
145,34.622612,1.1683338
146,34.652847,0.9906812
147,34.643326,0.96665686
148,34.622025,0.37181988
149,34.596115,0.40181622
150,34.57173,-0.23396999
151,34.547493,0.37204158
152,34.519344,0.121973485
153,34.4906,-0.18438134
154,34.46747,0.13587585
155,34.4878,-0.15558207
156,34.556873,-0.83407784
157,34.625378,-0.92504376
158,34.655315,0.079553604
159,34.648026,-0.12298924
160,34.600075,0.6134557
161,34.61555,0.03479892
162,34.60814,-0.65657437
163,34.56836,-0.570357
164,34.53837,-0.5075562
165,34.507156,-0.30905014
166,34.481323,-0.1930973
167,34.501797,-0.80463445
168,34.568783,-0.07059538
169,34.636192,0.10257861
170,34.664265,0.25930014
171,34.666553,0.4529697
172,34.632,-0.30581832
173,34.598427,0.11143163
174,34.556232,0.1264404
175,34.535866,-0.37093294
176,34.50926,0.2646817
177,34.48039,-0.5730977
178,34.458046,0.11185509
179,34.481052,0.52310264
180,34.550262,-0.6290787
181,34.62268,-0.82046986
182,34.653797,-0.13918966
183,34.641117,-0.16298679
184,34.599213,-0.21053967
185,34.62742,-0.791385
186,34.60337,-0.26916444
187,34.57491,-0.61601496
188,34.542038,0.26877964
189,34.514763,0.8301693
190,34.51468,0.58544517
191,34.53206,1.2030659
192,34.596123,0.4372476
193,34.664642,0.6601747
194,34.6915,0.7503898
195,34.678715,0.8343994
196,34.652065,0.8260603
197,34.622593,0.69761705
198,34.593674,0.3585912
199,34.564457,-0.08352983
200,34.535027,0.5295066
201,34.504105,0.25251612
202,34.483448,0.6924124
203,34.503586,1.6356924
204,34.570595,1.4533916
